time_fs,pop_1,pop_2,pop_3,coherence
2.000000000000000000e+02,9.771897949922615512e-01,2.253313683662262756e-02,2.770681711167087449e-04,3.346831704495361048e-01
2.050000000000000000e+02,3.569716133939187519e-01,6.245683566398118058e-01,1.846002996627030962e-02,1.321463857680602594e+00
2.100000000000000000e+02,7.704255144367592179e-01,2.023969045135474709e-01,2.717758104969413002e-02,1.227498171434952656e+00
2.150000000000000000e+02,7.787556338707356529e-01,2.045447664377061658e-01,1.669959969155911800e-02,1.143192083490754296e+00
2.200000000000000000e+02,3.585405142558520941e-01,6.355577016921278855e-01,5.901784052020664015e-03,1.169211493368204513e+00
2.250000000000000000e+02,9.688642922304716576e-01,2.545476604867829423e-02,5.680941720850933747e-03,4.865134132697381819e-01
2.300000000000000000e+02,5.161614445895136294e-01,4.451404140968592826e-01,3.869814131362780962e-02,1.503833538594746999e+00
2.350000000000000000e+02,5.396712299485637576e-01,4.289596198910504699e-01,3.136915016038654969e-02,1.454507093521283601e+00
2.400000000000000000e+02,9.673245459791306455e-01,3.225464185321057220e-02,4.208121676599427415e-04,4.009943381988072542e-01
2.450000000000000000e+02,3.483580433555980016e-01,6.347236247954590738e-01,1.691833184894369485e-02,1.301242181751981475e+00
2.500000000000000000e+02,7.924483147949827888e-01,1.817165206453090209e-01,2.583516455970919293e-02,1.182152568892356870e+00
2.550000000000000000e+02,7.556414918802172309e-01,2.261318296630253355e-01,1.822667845675822115e-02,1.189854921999035753e+00
2.600000000000000000e+02,3.687109474979907708e-01,6.246094922053734289e-01,6.679560296636619966e-03,1.188229994956225832e+00
2.650000000000000000e+02,9.778328554430494313e-01,1.701081988716315885e-02,5.156324669788744756e-03,4.186891979177438383e-01
2.700000000000000000e+02,4.950213903766304546e-01,4.659237093998023216e-01,3.905490022356789687e-02,1.508380429719511584e+00
2.750000000000000000e+02,5.618858658970926623e-01,4.062627925266013573e-01,3.185134157630663265e-02,1.450625504030946589e+00
2.800000000000000000e+02,9.557990407084787643e-01,4.359384119243758099e-02,6.071180990847949719e-04,4.667169516856437550e-01
2.850000000000000000e+02,3.413791458643830601e-01,6.432336406004635077e-01,1.538721353515398738e-02,1.281127782739670762e+00
2.900000000000000000e+02,8.137843498111029250e-01,1.617054528341475006e-01,2.451019735475071931e-02,1.133888320660384919e+00
2.950000000000000000e+02,7.320437054247352915e-01,2.481316323417908642e-01,1.982466223347483306e-02,1.233601191968543453e+00
3.000000000000000000e+02,3.804283198190739901e-01,6.120156903858885444e-01,7.555989795038141159e-03,1.208279897759573229e+00
3.050000000000000000e+02,9.851029573147904728e-01,1.021150296680782381e-02,4.685539718402616759e-03,3.503056184988035948e-01
3.100000000000000000e+02,4.747044202461849771e-01,4.860514127525794592e-01,3.924416700123628532e-02,1.509890043872509802e+00
3.150000000000000000e+02,5.845656159399554852e-01,3.832428436572585806e-01,3.219154040278722484e-02,1.443141013568691733e+00
3.200000000000000000e+02,9.426784113539458110e-01,5.647819977817775117e-02,8.433888678773136718e-04,5.316756835100491241e-01
3.250000000000000000e+02,3.360772229891044738e-01,6.500381042092190365e-01,1.388467280167733457e-02,1.261427446039127265e+00
3.300000000000000000e+02,8.343240927531843099e-01,1.424605415711258649e-01,2.321536567569081749e-02,1.082880439755772084e+00
3.350000000000000000e+02,7.080856431323916400e-01,2.704310931070494917e-01,2.148326376055997855e-02,1.274304824593926133e+00
3.400000000000000000e+02,3.936261337250474557e-01,5.978559897567365944e-01,8.517876518216692394e-03,1.228750809622462192e+00
3.450000000000000000e+02,9.906310909105878748e-01,5.108051225311062947e-03,4.260857864102151650e-03,2.815381093916811128e-01
3.500000000000000000e+02,4.553151464099423062e-01,5.054252206720896146e-01,3.925963291796883553e-02,1.508560291391276342e+00
3.550000000000000000e+02,6.075920839155642961e-01,3.600169514388249503e-01,3.239096464561161404e-02,1.431949672285982800e+00
3.600000000000000000e+02,9.280366178240483377e-01,7.082581251548207557e-02,1.137569660470622154e-03,5.956884960223347569e-01
3.650000000000000000e+02,3.324855342300748196e-01,6.550862504353962557e-01,1.242821533452960134e-02,1.242420829820025885e+00
3.700000000000000000e+02,8.539615593684573014e-01,1.240765358921500638e-01,2.196190473939372764e-02,1.029316760375535322e+00
3.750000000000000000e+02,6.838918337080546195e-01,2.929177216607254386e-01,2.319044463122077113e-02,1.311860520119963791e+00
3.800000000000000000e+02,4.082296998481027006e-01,5.822194097317120454e-01,9.550890420186201185e-03,1.249070835240360555e+00
3.850000000000000000e+02,9.943831784573093913e-01,1.742053276021287775e-03,3.874768266670271157e-03,2.125823787367357998e-01
3.900000000000000000e+02,4.369539888490969748e-01,5.239487933667146269e-01,3.909721778418928650e-02,1.504617029977832754e+00
3.950000000000000000e+02,6.308457786518338883e-01,3.367012658933222768e-01,3.245295545484460503e-02,1.416982321270118694e+00
4.000000000000000000e+02,9.119559593648653983e-01,8.654612236614595000e-02,1.497918268989692058e-03,6.585679892149118864e-01
4.050000000000000000e+02,3.306280141134579909e-01,6.583374245796990154e-01,1.103456130684398080e-02,1.224357753427123718e+00
4.100000000000000000e+02,8.725948178980189596e-01,1.066457355624858411e-01,2.075944653949610488e-02,9.733950859352922258e-01
4.150000000000000000e+02,6.595873470236076619e-01,3.154801030234595793e-01,2.493254995293365389e-02,1.346185851788899157e+00
4.200000000000000000e+02,4.241566334913501324e-01,5.652035303064145699e-01,1.063983620223615464e-02,1.268707308461960448e+00
4.250000000000000000e+02,9.963348541098455691e-01,1.449299962735419573e-04,3.520215893881782979e-03,1.439069121982927690e-01
4.300000000000000000e+02,4.197166865729464735e-01,5.415281415976385126e-01,3.875517182941581873e-02,1.498311349510751622e+00
4.350000000000000000e+02,6.542067000627346252e-01,3.134104278658891296e-01,3.238287207137721668e-02,1.398204025417383978e+00
4.400000000000000000e+02,8.945265356368243825e-01,1.035407031264549277e-01,1.932761236721916879e-03,7.201233282878893860e-01
4.450000000000000000e+02,3.305190450334584140e-01,6.597615875163543864e-01,9.719367450187709617e-03,1.207458425028224536e+00
4.500000000000000000e+02,8.901264925082584822e-01,9.025760303075996971e-02,1.961590446098240501e-02,9.153202969174736303e-01
4.550000000000000000e+02,6.352971869595448462e-01,3.380083335843850345e-01,2.669447945607094155e-02,1.377223148114395945e+00
4.600000000000000000e+02,4.413173973170599895e-01,5.469136656965510879e-01,1.176893698638982813e-02,1.287166493206973517e+00
4.650000000000000000e+02,9.964716884318532975e-01,3.374882593283097401e-04,3.190823308819471914e-03,1.515275390371169095e-01
4.700000000000000000e+02,4.036938182998333624e-01,5.580720453690792837e-01,3.823413633108805471e-02,1.489915947630331194e+00
4.750000000000000000e+02,6.775549137679036660e-01,2.902571369590269401e-01,3.218794927307026821e-02,1.375613135953554611e+00
4.800000000000000000e+02,8.758456622734021035e-01,1.217040964896074912e-01,2.450241236991205010e-03,7.801625324798828753e-01
4.850000000000000000e+02,3.321632886130189699e-01,6.593397413691499676e-01,8.496970017831792857e-03,1.191917198664223410e+00
4.900000000000000000e+02,9.064642581911909192e-01,7.499834514738823454e-02,1.853739666142181775e-02,8.553015125935445884e-01
4.950000000000000000e+02,6.111456981193374993e-01,3.603944097929450141e-01,2.845989208771829843e-02,1.404941142499852802e+00
