time_fs,pop_1,pop_2,pop_3,coherence
0.000000000000000000e+00,1.000000000000000888e+00,0.000000000000000000e+00,1.203706215242022408e-33,0.000000000000000000e+00
5.000000000000000000e+00,4.224919142712596498e-01,5.518069243412845326e-01,2.570116138745654616e-02,1.412264596394865235e+00
1.000000000000000000e+01,6.540263086597921660e-01,3.123419875196375983e-01,3.363170382057103364e-02,1.405551563937214699e+00
1.500000000000000000e+01,8.829145520779279055e-01,1.067289162101429517e-01,1.035653171193039353e-02,8.716874692024378923e-01
2.000000000000000000e+01,3.325950266726067639e-01,6.635588102942282518e-01,3.846163033165716366e-03,1.112136568946500814e+00
2.500000000000000000e+01,9.006807286980582639e-01,8.995345828680287315e-02,9.365813015139716480e-03,8.110203378297811128e-01
3.000000000000000000e+01,6.303161277629789616e-01,3.349257590806962726e-01,3.475811315632536952e-02,1.430753820336319038e+00
3.500000000000000000e+01,4.395664905686434420e-01,5.334944926657213538e-01,2.693901676563612013e-02,1.425919254333222863e+00
4.000000000000000000e+01,9.990771308737358414e-01,9.131531180181206566e-04,9.716008246732174721e-06,6.682856275905857402e-02
4.500000000000000000e+01,4.066300858604727786e-01,5.689974329429904332e-01,2.437248119653747172e-02,1.396649530858663057e+00
5.000000000000000000e+01,6.777522567854080693e-01,2.898192581303339344e-01,3.242848508425899556e-02,1.376792177571446008e+00
5.500000000000000000e+01,8.639843193377200192e-01,1.245751432818413135e-01,1.144053738043971161e-02,9.304880947590488116e-01
6.000000000000000000e+01,3.343480232064272584e-01,6.616637029449292662e-01,3.988273848644129441e-03,1.116467087466551655e+00
6.500000000000000000e+01,9.171853064143333789e-01,7.434873820858213522e-02,8.465955377085398331e-03,7.486840958794205303e-01
7.000000000000000000e+01,6.067414961396834228e-01,3.574670201695705485e-01,3.579148369074685448e-02,1.452380934774691212e+00
7.500000000000000000e+01,4.577599149616691232e-01,5.141671882218140643e-01,2.807289681651757920e-02,1.437294786880252806e+00
8.000000000000000000e+01,9.963137789002421973e-01,3.646660509047517599e-03,3.956059071108131451e-05,1.338682414277263533e-01
8.500000000000000000e+01,3.920690412493454957e-01,5.849633264933203902e-01,2.296763225733489469e-02,1.379410764106860920e+00
9.000000000000000000e+01,7.013740891843061043e-01,2.674608901591342680e-01,3.116502065656069631e-02,1.344521944282593973e+00
9.500000000000000000e+01,8.439931415047950969e-01,1.433881951745729633e-01,1.261866332063307783e-02,9.872263327822277112e-01
1.000000000000000000e+02,3.378439766367003494e-01,6.578857338529245924e-01,4.270289510375884813e-03,1.124867373593629871e+00
1.050000000000000000e+02,9.323369052170952243e-01,6.000998763094340938e-02,7.653107151962289245e-03,6.848749869198744733e-01
1.100000000000000000e+02,5.834215739795447497e-01,3.798622078298319327e-01,3.671621819062416414e-02,1.470444497631739900e+00
1.150000000000000000e+02,4.769729947638788325e-01,4.939356387163805762e-01,2.909136651974149682e-02,1.446095304044438645e+00
1.200000000000000000e+02,9.917256745625666614e-01,8.182720990137982986e-03,9.160444729631653498e-05,2.009609930882130246e-01
1.250000000000000000e+02,3.788904013240707025e-01,5.996070615610941124e-01,2.150253711483599353e-02,1.360897275784024085e+00
1.300000000000000000e+02,7.247723439916853305e-01,2.453697458897150241e-01,2.985791011860055438e-02,1.308813833500340529e+00
1.350000000000000000e+02,8.230490858458592296e-01,1.630608997063761889e-01,1.389001444776546274e-02,1.041710719127630469e+00
1.400000000000000000e+02,3.430628767288708691e-01,6.522492832150073028e-01,4.687840056122581818e-03,1.136868056383114167e+00
1.450000000000000000e+02,9.460508801352730535e-01,4.702693495616366154e-02,6.922184908564397825e-03,6.197858664371787007e-01
1.500000000000000000e+02,5.604743801791289837e-01,4.020079769004777925e-01,3.751764292039409809e-02,1.484986750487939045e+00
1.550000000000000000e+02,4.971018306528861008e-01,4.729132862076674826e-01,2.998488313944740538e-02,1.452051686706758993e+00
1.600000000000000000e+02,9.853389165768403624e-01,1.449184750769755455e-02,1.692359154630533743e-04,2.679515585133704914e-01
1.650000000000000000e+02,3.671688453095498517e-01,6.128370334705413036e-01,1.999412121990964963e-02,1.341463822691027818e+00
1.700000000000000000e+02,7.478285030249589571e-01,2.236480011335003626e-01,2.852349584154156500e-02,1.269765684201576317e+00
1.750000000000000000e+02,8.012645510273197491e-01,1.834835829349744096e-01,1.525186603770691159e-02,1.093757197612009735e+00
1.800000000000000000e+02,3.499748800369517077e-01,6.447906453290822570e-01,5.234474633966769951e-03,1.151868920410060282e+00
1.850000000000000000e+02,9.582498663486191948e-01,3.548304379404900594e-02,6.267089857332799364e-03,5.536046120413951055e-01
1.900000000000000000e+02,5.380162748881457402e-01,4.238014385187832689e-01,3.818228659307178890e-02,1.496081313250080314e+00
1.950000000000000000e+02,5.180384138320007770e-01,4.512156496638113357e-01,3.074593650418893515e-02,1.454924664871130924e+00
