time_fs,population_site_1,population_site_2,population_site_3,population_site_4,population_site_5,population_site_6,population_site_7,coherences,pop_site1_broadband,coherence_broadband
0.0000000000e+00,3.7806362608e-08,3.7525974653e-03,3.5098932029e-01,5.2939634568e-01,5.6285165795e-02,1.0929796027e-03,5.8483553366e-02,2.5858406530e+00,2.6653030282e-01,4.1062362492e+00
5.0000000000e-01,2.0128669429e-07,3.7090612063e-03,3.5250728707e-01,5.2791027962e-01,5.6000304799e-02,1.0936632545e-03,5.8779202766e-02,2.5863005429e+00,2.6712747149e-01,4.0987771355e+00
1.0000000000e+00,6.8561877183e-07,3.7216173646e-03,3.5057778131e-01,5.2987774855e-01,5.5746187276e-02,1.0814033920e-03,5.8994576491e-02,2.5858171690e+00,2.6634836720e-01,4.0975059956e+00
1.5000000000e+00,1.4857859492e-06,3.7289634617e-03,3.5012521848e-01,5.3066256872e-01,5.5349614414e-02,1.0782924588e-03,5.9053856673e-02,2.5851425561e+00,2.6553064578e-01,4.1024373045e+00
2.0000000000e+00,2.6358392484e-06,3.7626245033e-03,3.5451719653e-01,5.2624740299e-01,5.5289215165e-02,1.0787849882e-03,5.9102139989e-02,2.5898929753e+00,2.6667168035e-01,4.1117006740e+00
2.5000000000e+00,4.1324531574e-06,3.7883552006e-03,3.5546338055e-01,5.2431571027e-01,5.5691198651e-02,1.0835254560e-03,5.9653697414e-02,2.5979459265e+00,2.6591855964e-01,4.1165580874e+00
3.0000000000e+00,5.9105969460e-06,3.7429420182e-03,3.5800954585e-01,5.2226522270e-01,5.5461676765e-02,1.0791013079e-03,5.9435600759e-02,2.5968251686e+00,2.6457528912e-01,4.1300544908e+00
3.5000000000e+00,8.0535167582e-06,3.7487567625e-03,3.5900548351e-01,5.2025566795e-01,5.5812316400e-02,1.0823248594e-03,6.0087397000e-02,2.6044421857e+00,2.6244736837e-01,4.1359677890e+00
4.0000000000e+00,1.0506114373e-05,3.7588624945e-03,3.6311316700e-01,5.1502601275e-01,5.6697746763e-02,1.0840533199e-03,6.0309651561e-02,2.6146664401e+00,2.6006523691e-01,4.1533798393e+00
4.5000000000e+00,1.3267814442e-05,3.7336720605e-03,3.6251435032e-01,5.1627480327e-01,5.6372361442e-02,1.0809052560e-03,6.0010639835e-02,2.6116800628e+00,2.5888130930e-01,4.1734357493e+00
5.0000000000e+00,1.6456458506e-05,3.7254276556e-03,3.6041053137e-01,5.1844810073e-01,5.6335154241e-02,1.0675733562e-03,5.9996756190e-02,2.6106555915e+00,2.5875862062e-01,4.1884085247e+00
5.5000000000e+00,1.9891586501e-05,3.7526972946e-03,3.6158291306e-01,5.1771560155e-01,5.6075694642e-02,1.0666911588e-03,5.9786510705e-02,2.6106547609e+00,2.5776603726e-01,4.2136035191e+00
6.0000000000e+00,2.3760639311e-05,3.7804104482e-03,3.6429062636e-01,5.1533970092e-01,5.5924206931e-02,1.0744154599e-03,5.9566879244e-02,2.6125239480e+00,2.5738241583e-01,4.2412163062e+00
