time_fs,population_site_1,population_site_2,population_site_3,population_site_4,population_site_5,population_site_6,population_site_7,coherences,pop_site1_L9,pop_site1_L11
0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000000e+00
5.0000000000e-01,9.8444434823e-01,2.7120907967e-04,1.1199825246e-06,1.2097456843e-06,1.5873461316e-06,6.4369265091e-06,3.3495070826e-06,4.8432127913e-02,9.8444434823e-01,9.8444434823e-01
1.0000000000e+00,9.7732280750e-01,1.0770673930e-03,4.7342653232e-06,4.7905246470e-06,6.4991669167e-06,2.4959327041e-05,1.2919524146e-05,9.6747861612e-02,9.7732280750e-01,9.7732280750e-01
1.5000000000e+00,9.6960256937e-01,2.4101594193e-03,1.1394413732e-05,1.0501929807e-05,1.4989687604e-05,5.4047232917e-05,2.8008576225e-05,1.4492548276e-01,9.6960256937e-01,9.6960256937e-01
2.0000000000e+00,9.6214298501e-01,4.2394552358e-03,2.1709843963e-05,1.8310070257e-05,2.6830856810e-05,9.2292563515e-05,4.8939499513e-05,1.9273718690e-01,9.6214298501e-01,9.6214298501e-01
2.5000000000e+00,9.4818619806e-01,6.5146302405e-03,3.6543975028e-05,2.7901575993e-05,4.2367295821e-05,1.3746065267e-04,7.4562281728e-05,2.3888067714e-01,9.4818619806e-01,9.4818619806e-01
3.0000000000e+00,9.2988979081e-01,9.2896623437e-03,5.5664662586e-05,3.9125365340e-05,6.0467467419e-05,1.9104503576e-04,1.0302431750e-04,2.8394967814e-01,9.2988979081e-01,9.2988979081e-01
3.5000000000e+00,9.1441755753e-01,1.2410801695e-02,8.0599208467e-05,5.2431091886e-05,8.1503591386e-05,2.4746098316e-04,1.3637692169e-04,3.2767028057e-01,9.1441755753e-01,9.1441755753e-01
4.0000000000e+00,8.9034945953e-01,1.5937525883e-02,1.1322323646e-04,6.7472312962e-05,1.0576404738e-04,3.0789658138e-04,1.7116742929e-04,3.6893520280e-01,8.9034945953e-01,8.9034945953e-01
4.5000000000e+00,8.7019365051e-01,1.9768682097e-02,1.5460449344e-04,8.4646408189e-05,1.3243940528e-04,3.6768230001e-04,2.1027251308e-04,4.0928375960e-01,8.7019365051e-01,8.7019365051e-01
5.0000000000e+00,8.4608630425e-01,2.3790309888e-02,2.0235421212e-04,1.0415061612e-04,1.6177623670e-04,4.3179676324e-04,2.5014733131e-04,4.4645476951e-01,8.4608630425e-01,8.4608630425e-01
5.5000000000e+00,8.2170948644e-01,2.8167221377e-02,2.6225194111e-04,1.2430134164e-04,1.9210281600e-04,4.9696549893e-04,2.9106197618e-04,4.8248013069e-01,8.2170948644e-01,8.2170948644e-01
6.0000000000e+00,7.9732809598e-01,3.2590826927e-02,3.3763844701e-04,1.4672966172e-04,2.2759653690e-04,5.6305176541e-04,3.3725024555e-04,5.1668966801e-01,7.9732809598e-01,7.9732809598e-01
6.5000000000e+00,7.6327494922e-01,3.7688595273e-02,4.2081927279e-04,1.7001856510e-04,2.6277156971e-04,6.2871351436e-04,3.8564956934e-04,5.4803292087e-01,7.6327494922e-01,7.6327494922e-01
7.0000000000e+00,7.3215156849e-01,4.3344309485e-02,5.2119875609e-04,1.9848953051e-04,2.9992027712e-04,6.8215849660e-04,4.2991753331e-04,5.7945939550e-01,7.3215156849e-01,7.3215156849e-01
7.5000000000e+00,7.0837094440e-01,4.8630881258e-02,6.3635331812e-04,2.2995051040e-04,3.3886942302e-04,7.2454098972e-04,4.7706692272e-04,6.0885871180e-01,7.0837094440e-01,7.0837094440e-01
8.0000000000e+00,6.8858829574e-01,5.3657542996e-02,7.6712277149e-04,2.6318445459e-04,3.7932055168e-04,7.7780683710e-04,5.1446871252e-04,6.3666530523e-01,6.8858829574e-01,6.8858829574e-01
8.5000000000e+00,6.5715754817e-01,5.8629784768e-02,9.2822601378e-04,3.0335222984e-04,4.2617595244e-04,8.1865320994e-04,5.5441682849e-04,6.5822410563e-01,6.5715754817e-01,6.5715754817e-01
9.0000000000e+00,6.2559165947e-01,6.3689147044e-02,1.1081204772e-03,3.4750215366e-04,4.7461806544e-04,8.5195015249e-04,5.9018750033e-04,6.7743616030e-01,6.2559165947e-01,6.2559165947e-01
9.5000000000e+00,5.9623931245e-01,6.8607997662e-02,1.3187794116e-03,3.9239867761e-04,5.2474126371e-04,8.9140256160e-04,6.2676654653e-04,6.9566835366e-01,5.9623931245e-01,5.9623931245e-01
1.0000000000e+01,5.7011762419e-01,7.4104600607e-02,1.5524053290e-03,4.3677983010e-04,5.6750197089e-04,9.2667839889e-04,6.5592026372e-04,7.1459533219e-01,5.7011762419e-01,5.7011762419e-01
1.0500000000e+01,5.4832613488e-01,7.7686985917e-02,1.8017452054e-03,4.8539317487e-04,6.0914007450e-04,9.4852644242e-04,6.8890293832e-04,7.2765417755e-01,5.4832613488e-01,5.4832613488e-01
1.1000000000e+01,5.2038381778e-01,8.1468005664e-02,2.0883539605e-03,5.4174605610e-04,6.4849742612e-04,9.6789075761e-04,7.2482458793e-04,7.3709635261e-01,5.2038381778e-01,5.2038381778e-01
1.1500000000e+01,4.9423550755e-01,8.5760940851e-02,2.4085292030e-03,6.0514046774e-04,6.8666730165e-04,9.6613679767e-04,7.6318895624e-04,7.4734685696e-01,4.9423550755e-01,4.9423550755e-01
1.2000000000e+01,4.7475461352e-01,9.0189201081e-02,2.7897764446e-03,6.6972027133e-04,7.3740530605e-04,9.6859756632e-04,8.0367667811e-04,7.6233492376e-01,4.7475461352e-01,4.7475461352e-01
1.2500000000e+01,4.5024852212e-01,9.4353185646e-02,3.2090905999e-03,7.3919268784e-04,7.8321238412e-04,9.7053206462e-04,8.2626940846e-04,7.7113166520e-01,4.5024852212e-01,4.5024852212e-01
1.3000000000e+01,4.2675385588e-01,9.7887070874e-02,3.6543465548e-03,8.1287431098e-04,8.3387865836e-04,9.7600582177e-04,8.4650599054e-04,7.7767640823e-01,4.2675385588e-01,4.2675385588e-01
1.3500000000e+01,4.0173441504e-01,1.0267760938e-01,4.2370951261e-03,8.8856347972e-04,8.9321890715e-04,9.6202959582e-04,8.6242505948e-04,7.8604740730e-01,4.0173441504e-01,4.0173441504e-01
1.4000000000e+01,3.7804245278e-01,1.0789749367e-01,4.8632221609e-03,9.7071657048e-04,9.5708712911e-04,9.5856227378e-04,8.7541225027e-04,7.9526564274e-01,3.7804245278e-01,3.7804245278e-01
1.4500000000e+01,3.5699144445e-01,1.1305365487e-01,5.5390766910e-03,1.0442023659e-03,1.0121992020e-03,9.4050255191e-04,8.8266282693e-04,8.0344034846e-01,3.5699144445e-01,3.5699144445e-01
1.5000000000e+01,3.3101658591e-01,1.1782574813e-01,6.1485216470e-03,1.1299911992e-03,1.0657880961e-03,9.4094548174e-04,8.7668630877e-04,8.0337370024e-01,3.3101658591e-01,3.3101658591e-01
1.5500000000e+01,3.0173653165e-01,1.2231724645e-01,6.8126225864e-03,1.2041191251e-03,1.1198223746e-03,9.3278596908e-04,8.6763395338e-04,7.9654159778e-01,3.0173653165e-01,3.0173653165e-01
1.6000000000e+01,2.8000158877e-01,1.2604873244e-01,7.4278685883e-03,1.2518364638e-03,1.1602459215e-03,9.1948826302e-04,8.5912711713e-04,7.9111677566e-01,2.8000158877e-01,2.8000158877e-01
1.6500000000e+01,2.6185332827e-01,1.2745834481e-01,8.0644111316e-03,1.3235137261e-03,1.2043433500e-03,8.8976569147e-04,8.5052962921e-04,7.8342265442e-01,2.6185332827e-01,2.6185332827e-01
1.7000000000e+01,2.4373065693e-01,1.2806658113e-01,8.8153386911e-03,1.4089727616e-03,1.2353008273e-03,8.4730834751e-04,8.5400156747e-04,7.7380754101e-01,2.4373065693e-01,2.4373065693e-01
1.7500000000e+01,2.3005130172e-01,1.2842739379e-01,9.5754913332e-03,1.5051834366e-03,1.2710258024e-03,8.0514420963e-04,8.5627772792e-04,7.6801296081e-01,2.3005130172e-01,2.3005130172e-01
1.8000000000e+01,2.1761559231e-01,1.3005399504e-01,1.0438837325e-02,1.5797526072e-03,1.3165455605e-03,7.6137833090e-04,8.4953766962e-04,7.6536374712e-01,2.1761559231e-01,2.1761559231e-01
1.8500000000e+01,2.0392163829e-01,1.3115750619e-01,1.1530130502e-02,1.6325076298e-03,1.3620859757e-03,7.2669222181e-04,8.5182134809e-04,7.6092702916e-01,2.0392163829e-01,2.0392163829e-01
1.9000000000e+01,1.9019501946e-01,1.3020523388e-01,1.2624932897e-02,1.6916567463e-03,1.4046478459e-03,6.8631176179e-04,8.4983641426e-04,7.5075837443e-01,1.9019501946e-01,1.9019501946e-01
1.9500000000e+01,1.7949991740e-01,1.2907517208e-01,1.3651871985e-02,1.7719310976e-03,1.4497991095e-03,6.4673390011e-04,8.3786366113e-04,7.4291196598e-01,1.7949991740e-01,1.7949991740e-01
2.0000000000e+01,1.7154002660e-01,1.2817390452e-01,1.4926282119e-02,1.8517864619e-03,1.4837579037e-03,6.1113382874e-04,8.2451502409e-04,7.4014664685e-01,1.7154002660e-01,1.7154002660e-01
