time_fs,population_site_1,population_site_2,population_site_3,population_site_4,population_site_5,population_site_6,population_site_7,coherences,pop_site1_broadband,coherence_broadband
1.2000000000e+01,9.1560556234e-05,3.7767375444e-03,3.7058483530e-01,5.1411428257e-01,5.4038732336e-02,1.0255696227e-03,5.6368282068e-02,2.6004252211e+00,2.3613524702e-01,4.5740003948e+00
1.2500000000e+01,9.8554757922e-05,3.7817877241e-03,3.7120023213e-01,5.1369811012e-01,5.3897449640e-02,1.0125429916e-03,5.6311322637e-02,2.5999010056e+00,2.3301323732e-01,4.5945046284e+00
1.3000000000e+01,1.0612316853e-04,3.7865954523e-03,3.7438052297e-01,5.1095770463e-01,5.3445214639e-02,1.0061490386e-03,5.6317690100e-02,2.5998012794e+00,2.3025289996e-01,4.6129055184e+00
1.3500000000e+01,1.1396150010e-04,3.7692621723e-03,3.7780477663e-01,5.0769241575e-01,5.3554357581e-02,9.9740180858e-04,5.6067824559e-02,2.6002711743e+00,2.2793732186e-01,4.6349133514e+00
1.4000000000e+01,1.2259027582e-04,3.7999327065e-03,3.7761967165e-01,5.0814928139e-01,5.3399570426e-02,9.9463254690e-04,5.5914321003e-02,2.6009207438e+00,2.2606506505e-01,4.6568798182e+00
1.4500000000e+01,1.2996141975e-04,3.7703858292e-03,3.7673595634e-01,5.1105522772e-01,5.2645191133e-02,9.8575069140e-04,5.4677526861e-02,2.5889527404e+00,2.2437062490e-01,4.6912954895e+00
1.5000000000e+01,1.3791377541e-04,3.7654404533e-03,3.7598677307e-01,5.1298416931e-01,5.1875771049e-02,9.7201707696e-04,5.4277915263e-02,2.5823269323e+00,2.2177110790e-01,4.7094134996e+00
1.5500000000e+01,1.4798824841e-04,3.8128963228e-03,3.7630432281e-01,5.1280174973e-01,5.1782111856e-02,9.7464848754e-04,5.4176282540e-02,2.5834902213e+00,2.2035267712e-01,4.7283445314e+00
1.6000000000e+01,1.5745646854e-04,3.8682822306e-03,3.7608385459e-01,5.1389433174e-01,5.1792756219e-02,9.6741248368e-04,5.3235906273e-02,2.5811365304e+00,2.1929373747e-01,4.7614005073e+00
1.6500000000e+01,1.6750701508e-04,3.9018905968e-03,3.7725107777e-01,5.1363351323e-01,5.1564686233e-02,9.6413526164e-04,5.2517189897e-02,2.5789260645e+00,2.1817996187e-01,4.7879933830e+00
1.7000000000e+01,1.7803508931e-04,3.9456542443e-03,3.7849369357e-01,5.1339522118e-01,5.1111119290e-02,9.5510410865e-04,5.1921172524e-02,2.5752146130e+00,2.1710257883e-01,4.8085439050e+00
