time_fs,population_site_1,population_site_2,population_site_3,population_site_4,population_site_5,population_site_6,population_site_7,coherences,ipr,qfi,entropy
3.2000000000e+01,1.7755837352e-01,4.9803095409e-02,3.8667934486e-01,5.0435797098e-02,8.8168210754e-02,1.0747173679e-01,1.3988344158e-01,4.6829880200e+00,4.4451715854e+00,9.0758624669e+04,3.4672552345e-01
3.4000000000e+01,1.7535009017e-01,5.7483234508e-02,3.5343736759e-01,5.7374055974e-02,9.7074043377e-02,1.0953800968e-01,1.4974319870e-01,4.8341223938e+00,4.8518558003e+00,9.2408287734e+04,3.3556873428e-01
3.6000000000e+01,1.7104819524e-01,6.7330750412e-02,3.3002825102e-01,6.3743963120e-02,1.0205393579e-01,1.1485260760e-01,1.5094229682e-01,4.8145201421e+00,5.1769867164e+00,8.9653310170e+04,3.9736541425e-01
3.8000000000e+01,1.4818747214e-01,7.4163773938e-02,3.3708082999e-01,7.0475616603e-02,1.1895442799e-01,1.1461870202e-01,1.3651917731e-01,4.8684292445e+00,5.2090067245e+00,9.2544097919e+04,3.8236705507e-01
4.0000000000e+01,1.3444031334e-01,8.2628759895e-02,3.5954772181e-01,6.9475897033e-02,1.0914889489e-01,1.0324706925e-01,1.4151134379e-01,4.8056381021e+00,4.9602664472e+00,9.1790215907e+04,3.8480058676e-01
4.2000000000e+01,1.1844477687e-01,9.5146217526e-02,3.4813650812e-01,7.1495075138e-02,1.3074780340e-01,9.7199955405e-02,1.3882966354e-01,4.8404079815e+00,5.1227136622e+00,9.3854307367e+04,3.9011391934e-01
4.4000000000e+01,1.1025058277e-01,9.9838553482e-02,3.2248130676e-01,7.3979016060e-02,1.4287727932e-01,1.0124053879e-01,1.4933272283e-01,4.8332473347e+00,5.4184729599e+00,9.1437253629e+04,4.2748873708e-01
4.6000000000e+01,9.8187800693e-02,1.0237225758e-01,3.1136813328e-01,8.6274732937e-02,1.4548670753e-01,1.0435735152e-01,1.5195301647e-01,4.8107098120e+00,5.5660405725e+00,9.3762627330e+04,4.5562939946e-01
4.8000000000e+01,8.8232814623e-02,9.8707814228e-02,2.9106262850e-01,9.9329487702e-02,1.6662381054e-01,1.0281443654e-01,1.5322900788e-01,4.7776208597e+00,5.7495883691e+00,8.7799164568e+04,4.8329582681e-01
5.0000000000e+01,7.7905375090e-02,1.0662503467e-01,2.8309882304e-01,1.0803651309e-01,1.6506353277e-01,9.5335633391e-02,1.6393508794e-01,4.7064812517e+00,5.7982932705e+00,8.7041810914e+04,5.1015553677e-01
5.2000000000e+01,6.7049655744e-02,1.1875873695e-01,2.9208204378e-01,1.0614187997e-01,1.6551671722e-01,8.4426629148e-02,1.6602433718e-01,4.5787106575e+00,5.6412704973e+00,8.8188029182e+04,5.2701601729e-01
5.4000000000e+01,5.6430911989e-02,1.1334784662e-01,2.9488544697e-01,1.0564867999e-01,1.9856008217e-01,6.6211708801e-02,1.6491532345e-01,4.5002733233e+00,5.4007807867e+00,8.6473358368e+04,5.2044114972e-01
5.6000000000e+01,5.0886131504e-02,1.2012594811e-01,2.7855188746e-01,1.0730450790e-01,2.1158704027e-01,6.7153855322e-02,1.6439062943e-01,4.4611666600e+00,5.4816132176e+00,8.4653736385e+04,5.4863339383e-01
5.8000000000e+01,4.1721304475e-02,1.2115086079e-01,2.7743666921e-01,1.3865866806e-01,2.2195827331e-01,6.7057531961e-02,1.3201669219e-01,4.3353012960e+00,5.4405151178e+00,8.3996776697e+04,5.7412213455e-01
6.0000000000e+01,3.4520546263e-02,1.2502679787e-01,2.7039633394e-01,1.6014644468e-01,2.1839219707e-01,6.0212127450e-02,1.3130555273e-01,4.2345403024e+00,5.4304668732e+00,8.5345794741e+04,5.9362651874e-01
6.2000000000e+01,2.9881230860e-02,1.3518787943e-01,2.5663289530e-01,1.6043522023e-01,2.3405525698e-01,5.1233497797e-02,1.3257401941e-01,3.9985967365e+00,5.3835464961e+00,8.0664821146e+04,6.6837143314e-01
6.4000000000e+01,2.4533581873e-02,1.4649797381e-01,2.5213622685e-01,1.5894528134e-01,2.7152559723e-01,3.9342808225e-02,1.0701853066e-01,3.7817694055e+00,5.0600423425e+00,7.6429218043e+04,7.0395996657e-01
6.6000000000e+01,2.3780030696e-02,1.6622882492e-01,2.4304510945e-01,1.5317216224e-01,2.8947471292e-01,3.5792011892e-02,8.8507147885e-02,3.7175278781e+00,4.9106183641e+00,7.7224046994e+04,6.9559961446e-01
6.8000000000e+01,2.0403450680e-02,1.7407304712e-01,2.3065538824e-01,1.6453201041e-01,2.9014581672e-01,3.4659200574e-02,8.5531086259e-02,3.6193578095e+00,4.9093768561e+00,7.7018548883e+04,7.1346216259e-01
7.0000000000e+01,2.1589650714e-02,1.6712432315e-01,2.5307413262e-01,1.6221882944e-01,2.7880245698e-01,3.4120426350e-02,8.3070180740e-02,3.5778282327e+00,4.8886897631e+00,7.8199482052e+04,7.1403081564e-01
7.2000000000e+01,1.7921058329e-02,1.6458049201e-01,2.5475592184e-01,1.7854066683e-01,2.7362544908e-01,3.2423528926e-02,7.8152882989e-02,3.3868603219e+00,4.8493007810e+00,7.6513041903e+04,7.5212789974e-01
7.4000000000e+01,1.5953489409e-02,1.8164467232e-01,2.2968880067e-01,1.8497284381e-01,2.8631769545e-01,3.5107033203e-02,6.6315465143e-02,3.3203827139e+00,4.8116418715e+00,7.8694809991e+04,7.7187761123e-01
7.6000000000e+01,1.5551635262e-02,1.7332250411e-01,2.3670106321e-01,1.7718204855e-01,2.8278002166e-01,4.2060385360e-02,7.2402341846e-02,3.3176578549e+00,4.8856959381e+00,7.7623784185e+04,7.8468633276e-01
7.8000000000e+01,1.5613162961e-02,1.5883667579e-01,2.4610950073e-01,1.9595912332e-01,2.7746989194e-01,4.1394882139e-02,6.4616763114e-02,3.1788386612e+00,4.8234350704e+00,7.4405661744e+04,8.3549351065e-01
8.0000000000e+01,1.6855595817e-02,1.6437176605e-01,2.2571111360e-01,2.0419183657e-01,2.7873407363e-01,4.2586089281e-02,6.7549525049e-02,3.1246022580e+00,4.9016917043e+00,7.2648013481e+04,8.6909166756e-01
8.2000000000e+01,1.6668916820e-02,1.7589590939e-01,1.9658220842e-01,2.0216561219e-01,2.9688727655e-01,3.9388655334e-02,7.2411421303e-02,3.1161548965e+00,4.8621659054e+00,7.2578181525e+04,8.6481968248e-01
8.4000000000e+01,1.8660542941e-02,1.8194628222e-01,1.7076532404e-01,1.8508374846e-01,3.0264846560e-01,4.4838769126e-02,9.6056867609e-02,3.1699967930e+00,5.0074363916e+00,6.9972405225e+04,8.8674567146e-01
8.6000000000e+01,2.0273404333e-02,1.7113314607e-01,1.7411834607e-01,1.8618647810e-01,2.9382574305e-01,5.2991854141e-02,1.0147102824e-01,3.2148643479e+00,5.1514993861e+00,6.9129968812e+04,8.9059632375e-01
8.8000000000e+01,2.1644289412e-02,1.7614447808e-01,1.6606919121e-01,1.8657406475e-01,2.9082401097e-01,4.9280816770e-02,1.0946314881e-01,3.1157512743e+00,5.1847428739e+00,7.2408531732e+04,9.2156060171e-01
9.0000000000e+01,2.6449441831e-02,1.9408150063e-01,1.3771948852e-01,1.7731883733e-01,2.9852818262e-01,5.1532361436e-02,1.1437018763e-01,3.1165195712e+00,5.1644615188e+00,7.2290687310e+04,9.3232085990e-01
9.2000000000e+01,2.6919229590e-02,2.2211444578e-01,1.3022079057e-01,1.7374728493e-01,2.8629009676e-01,5.1402348622e-02,1.0930580376e-01,3.0531887080e+00,5.1611031925e+00,7.7637157619e+04,9.4204874367e-01
9.4000000000e+01,3.0431501491e-02,2.3946505891e-01,1.2543947278e-01,1.7138916000e-01,2.7160704171e-01,5.2986426434e-02,1.0868133867e-01,3.0431730408e+00,5.2146214039e+00,7.9924668173e+04,9.4424206546e-01
9.6000000000e+01,4.1119787248e-02,2.1493003786e-01,1.2028851635e-01,1.8849336441e-01,2.7422512165e-01,4.9307302930e-02,1.1163586956e-01,3.0238044339e+00,5.3197706559e+00,7.6300641997e+04,9.7449502592e-01
9.8000000000e+01,5.2881556083e-02,2.0420176916e-01,1.0425558156e-01,1.8668848968e-01,2.8317939500e-01,4.9324992163e-02,1.1946821636e-01,3.0682048311e+00,5.3443692624e+00,7.3203557220e+04,9.7262357313e-01
1.0000000000e+02,5.0080338194e-02,2.2201251815e-01,9.1442263789e-02,1.9117015956e-01,2.6673688739e-01,5.7141372819e-02,1.2141646011e-01,3.1443716951e+00,5.3803655805e+00,7.2606115350e+04,9.4602194264e-01
1.0200000000e+02,5.7122879602e-02,2.2717909272e-01,8.0758184964e-02,1.7059693249e-01,2.7612934956e-01,6.6213066749e-02,1.2200049392e-01,3.1115458640e+00,5.3759316490e+00,7.2708390006e+04,9.6203401761e-01
1.0400000000e+02,4.6743607188e-02,2.4319466080e-01,7.8573049596e-02,1.6747036651e-01,2.6996120450e-01,7.4239183458e-02,1.1981792795e-01,3.1297201034e+00,5.3108013793e+00,7.3393399886e+04,9.4234042484e-01
1.0600000000e+02,5.6272353314e-02,2.3113832549e-01,9.0047461728e-02,1.5927647382e-01,2.6427064628e-01,7.9637927845e-02,1.1935681153e-01,3.1748421280e+00,5.5402808097e+00,7.6814994672e+04,9.6887757563e-01
1.0800000000e+02,5.9397787274e-02,2.2204160552e-01,1.0051544892e-01,1.5280639618e-01,2.6175836103e-01,8.6626338597e-02,1.1685406248e-01,3.2035080511e+00,5.6831047617e+00,7.5993138653e+04,9.7882644703e-01
1.1000000000e+02,6.7263735467e-02,1.9792876191e-01,9.1964389973e-02,1.5372246769e-01,2.7380643433e-01,8.7149754253e-02,1.2816445638e-01,3.1519240702e+00,5.7214973504e+00,7.3036347384e+04,1.0042766755e+00
1.1200000000e+02,6.4148010109e-02,1.9661961078e-01,8.9765462129e-02,1.5911509967e-01,2.7242255319e-01,9.0229586743e-02,1.2769967738e-01,3.1444562691e+00,5.7204204536e+00,6.8225199347e+04,1.0104025621e+00
1.1400000000e+02,6.5891787172e-02,2.0544832855e-01,7.8181528771e-02,1.5562830432e-01,2.5812422368e-01,1.1053534091e-01,1.2619048661e-01,3.1522956851e+00,5.8256902486e+00,6.9989780326e+04,1.0130785283e+00
1.1600000000e+02,7.0798135932e-02,2.0042194307e-01,7.3318621005e-02,1.7190516397e-01,2.6027954414e-01,1.1429531408e-01,1.0898127780e-01,3.1820496239e+00,5.7872341067e+00,6.9476656434e+04,1.0038116918e+00
1.1800000000e+02,8.1339095137e-02,2.1206505165e-01,7.3079726252e-02,1.6507230145e-01,2.5698586468e-01,1.1235351274e-01,9.9104448095e-02,3.2439110576e+00,5.7915991372e+00,6.9859698167e+04,9.8507030834e-01
1.2000000000e+02,9.0203172100e-02,1.9952052758e-01,6.7444961465e-02,1.7300315240e-01,2.3245156430e-01,1.3476059706e-01,1.0261602509e-01,3.2627826336e+00,6.0551687531e+00,6.9143575053e+04,9.9359276834e-01
1.2200000000e+02,9.4396161940e-02,1.9017394628e-01,6.8640699076e-02,1.8219838867e-01,2.1742008196e-01,1.3547708750e-01,1.1169363458e-01,3.2511104741e+00,6.2078808894e+00,6.8587995191e+04,1.0028545547e+00
1.2400000000e+02,9.9894777422e-02,1.9314104436e-01,7.1698022807e-02,1.8276435697e-01,2.1277937636e-01,1.3690872062e-01,1.0281370147e-01,3.2912328412e+00,6.2338090750e+00,6.8099335777e+04,9.9926370001e-01
1.2600000000e+02,8.2994630250e-02,1.7291806308e-01,8.2296032835e-02,1.7518254891e-01,2.2130891748e-01,1.4907526802e-01,1.1622453943e-01,3.2301319472e+00,6.2909088481e+00,6.8106996440e+04,1.0295943891e+00
1.2800000000e+02,8.9226200846e-02,1.6333655774e-01,7.9640123154e-02,1.7482787180e-01,2.1947371420e-01,1.5203554894e-01,1.2145998331e-01,3.1372463334e+00,6.3458409624e+00,6.9574432971e+04,1.0496503597e+00
1.3000000000e+02,8.6586384237e-02,1.6707085689e-01,8.1813457717e-02,1.6100442174e-01,2.2874300885e-01,1.5924102199e-01,1.1554084858e-01,3.1158966517e+00,6.2870743386e+00,6.8062386356e+04,1.0413023906e+00
1.3200000000e+02,8.5926098021e-02,1.5567898788e-01,8.3887699304e-02,1.4271104933e-01,2.3466330638e-01,1.6319332644e-01,1.3393953265e-01,3.2300266879e+00,6.3027239067e+00,6.6131893505e+04,1.0175674860e+00
1.3400000000e+02,8.7341533361e-02,1.3390233711e-01,8.0926772745e-02,1.4030251213e-01,2.3374346735e-01,1.7415003508e-01,1.4963334221e-01,3.2764085942e+00,6.2835108611e+00,6.3766250907e+04,1.0166317073e+00
1.3600000000e+02,9.0426828644e-02,1.3165908605e-01,8.3180219662e-02,1.3604819755e-01,2.1385737547e-01,1.9870561991e-01,1.4612267272e-01,3.2120364867e+00,6.3488063468e+00,6.5228278982e+04,1.0368588943e+00
1.3800000000e+02,7.6834338358e-02,1.3534245154e-01,7.9640358594e-02,1.3972454168e-01,2.3171165328e-01,2.0555802975e-01,1.3118862680e-01,3.2401690706e+00,6.1258940324e+00,6.6647493092e+04,1.0228257083e+00
1.4000000000e+02,7.1784528971e-02,1.2193502378e-01,7.6226461656e-02,1.4922702799e-01,2.2926871631e-01,2.0748337040e-01,1.4407487089e-01,3.1591780644e+00,6.0800840832e+00,6.3199374098e+04,1.0447994431e+00
1.4200000000e+02,6.4170907344e-02,1.1719339520e-01,7.5048350126e-02,1.4474637789e-01,2.5650395248e-01,1.9509584856e-01,1.4724116841e-01,3.0776212991e+00,5.8833013490e+00,5.9604016465e+04,1.0559243080e+00
1.4400000000e+02,7.3068640863e-02,9.4796152744e-02,6.0482600142e-02,1.4896471002e-01,2.6823607614e-01,1.9593241508e-01,1.5851940501e-01,2.9129916253e+00,5.6933837672e+00,5.5452324899e+04,1.0807394832e+00
1.4600000000e+02,7.4463537748e-02,9.2215948800e-02,5.9009601604e-02,1.5524431514e-01,2.7887810264e-01,1.7482207102e-01,1.6536642304e-01,2.8756362510e+00,5.6397336990e+00,5.3070080147e+04,1.0811155127e+00
1.4800000000e+02,6.8766802717e-02,1.0380186552e-01,5.2313787646e-02,1.4632240418e-01,2.7888676153e-01,1.7534982114e-01,1.7455855727e-01,2.8634161251e+00,5.5976387834e+00,5.2016944691e+04,1.0818048388e+00
1.5000000000e+02,5.9567132646e-02,1.0476178759e-01,5.5769187233e-02,1.4585554867e-01,2.8793444531e-01,1.5758391324e-01,1.8852798531e-01,3.0063114135e+00,5.4888039389e+00,5.2411769309e+04,1.0466087391e+00
1.5200000000e+02,6.9336676393e-02,1.0551641627e-01,6.0120709986e-02,1.3859427337e-01,2.9364449282e-01,1.5597564801e-01,1.7681178316e-01,3.1392279692e+00,5.5376486833e+00,5.3601858081e+04,1.0199593369e+00
1.5400000000e+02,8.7036553461e-02,1.1825048662e-01,5.8038957029e-02,1.1706967804e-01,2.8917402239e-01,1.4945284229e-01,1.8097746017e-01,3.2863069723e+00,5.6387910771e+00,5.3138188327e+04,9.9964356808e-01
1.5600000000e+02,9.7581003936e-02,1.3066866423e-01,6.9288608364e-02,1.0910873378e-01,2.7834497829e-01,1.3770347415e-01,1.7730453725e-01,3.2455048759e+00,5.8419045617e+00,5.7928158347e+04,1.0346309856e+00
1.5800000000e+02,9.8572071589e-02,1.2276928813e-01,7.5863462235e-02,1.1624610928e-01,2.7021662298e-01,1.3252045681e-01,1.8381198898e-01,3.2085449647e+00,5.9374413488e+00,5.8557671421e+04,1.0616935139e+00
1.6000000000e+02,1.0075081306e-01,1.2729673191e-01,8.1251140939e-02,1.1333273162e-01,2.6492191184e-01,1.4183723288e-01,1.7060943775e-01,3.0828363778e+00,6.0528935552e+00,5.9317227737e+04,1.0995793935e+00
1.6200000000e+02,1.0704056233e-01,1.0809551656e-01,8.7255260516e-02,1.2172399870e-01,2.6282428940e-01,1.4041928313e-01,1.7264108935e-01,2.9827972042e+00,6.0911851783e+00,5.8127683370e+04,1.1186818814e+00
1.6400000000e+02,1.1240173686e-01,1.1734203919e-01,9.7130097835e-02,1.1247066667e-01,2.4413688264e-01,1.5103387435e-01,1.6548470246e-01,3.0602705001e+00,6.3176602942e+00,6.0826868855e+04,1.1038292599e+00
1.6600000000e+02,1.3472747671e-01,1.0709828104e-01,1.0338058071e-01,1.0329499011e-01,2.2620086505e-01,1.5852886483e-01,1.6676894154e-01,3.1963209355e+00,6.4479086242e+00,6.3724952929e+04,1.0774371114e+00
1.6800000000e+02,1.6442342912e-01,1.0483881233e-01,1.0269213791e-01,9.8876435820e-02,2.2470025939e-01,1.4470722938e-01,1.5976169605e-01,3.2490539268e+00,6.4390400049e+00,5.7528272488e+04,1.0579965344e+00
1.7000000000e+02,1.6558799423e-01,1.0443661500e-01,1.0620903807e-01,1.2022408294e-01,2.2979102638e-01,1.3151040420e-01,1.4224083918e-01,3.1976972961e+00,6.4770221012e+00,5.5128036646e+04,1.0778298444e+00
1.7200000000e+02,1.5715865146e-01,1.0189353524e-01,1.0925030243e-01,1.1198471607e-01,2.4510506828e-01,1.2208207461e-01,1.5252565191e-01,3.0579159600e+00,6.3370576507e+00,5.5754596656e+04,1.0910468508e+00
1.7400000000e+02,1.5008108820e-01,1.0743489411e-01,1.0108146963e-01,1.1148146424e-01,2.4416623842e-01,1.2954296186e-01,1.5621188354e-01,2.9570604323e+00,6.3486882402e+00,5.1276956373e+04,1.1131627427e+00
1.7600000000e+02,1.4065065896e-01,9.9757158065e-02,1.0105352001e-01,1.1090475779e-01,2.3463686540e-01,1.4506391945e-01,1.6793312032e-01,3.0430075787e+00,6.3879269248e+00,5.3920988356e+04,1.0850952002e+00
1.7800000000e+02,1.1792891221e-01,9.5748029209e-02,1.0631782351e-01,1.0885681380e-01,2.2936966984e-01,1.6973217535e-01,1.7204657609e-01,3.0408454601e+00,6.3593942978e+00,5.5126828157e+04,1.0895273074e+00
1.8000000000e+02,1.1336164418e-01,1.0232338162e-01,1.0707555236e-01,9.9716769562e-02,2.1699938220e-01,1.8748401733e-01,1.7303925274e-01,3.0790909011e+00,6.3730347635e+00,5.8080170338e+04,1.0948257092e+00
1.8200000000e+02,1.2195762489e-01,9.9928987211e-02,1.0318820808e-01,9.6977166165e-02,1.9900269933e-01,2.0012347102e-01,1.7882184331e-01,3.1369888601e+00,6.3881202862e+00,5.9630111048e+04,1.0783837564e+00
1.8400000000e+02,1.1489304735e-01,1.1615852094e-01,1.0267710631e-01,1.1059966857e-01,1.6817732932e-01,2.1490170484e-01,1.7259262266e-01,3.1258918413e+00,6.5052218318e+00,5.9832586068e+04,1.0954258952e+00
1.8600000000e+02,1.1533517448e-01,1.2050268512e-01,1.0037179117e-01,1.3454706474e-01,1.5209833193e-01,2.1315663766e-01,1.6398831489e-01,3.1497005827e+00,6.6023016700e+00,5.9567332018e+04,1.0948748550e+00
1.8800000000e+02,1.2470970409e-01,1.2622394147e-01,1.0899689579e-01,1.3779459588e-01,1.3573345974e-01,2.1259490516e-01,1.5394649787e-01,3.1721140533e+00,6.6812604263e+00,6.0233329904e+04,1.0977338162e+00
1.9000000000e+02,1.1439742215e-01,1.3134703835e-01,1.1155390738e-01,1.5311288251e-01,1.2734933334e-01,2.0914273421e-01,1.5309668206e-01,3.3951335341e+00,6.6834298783e+00,6.0639137206e+04,1.0506773499e+00
1.9200000000e+02,1.1738380051e-01,1.3835066712e-01,1.1814980170e-01,1.6751026026e-01,1.0857004985e-01,2.0872221015e-01,1.4131321042e-01,3.4123289115e+00,6.6550971433e+00,5.9189628705e+04,1.0460398865e+00
1.9400000000e+02,1.1032320370e-01,1.3584156344e-01,1.2206807262e-01,1.7672194682e-01,1.0912508960e-01,1.9619260563e-01,1.4972751819e-01,3.4909236620e+00,6.6856738654e+00,5.8974132813e+04,1.0293736270e+00
1.9600000000e+02,1.0261765796e-01,1.4772742673e-01,1.2243611523e-01,1.7882131695e-01,1.0197633875e-01,1.9407688274e-01,1.5234426164e-01,3.5016382202e+00,6.6403167311e+00,5.6565072792e+04,1.0267521756e+00
1.9800000000e+02,8.2559398679e-02,1.6172835446e-01,1.2371158191e-01,1.6824184101e-01,9.4943925938e-02,2.0231329778e-01,1.6650160022e-01,3.3222073948e+00,6.4829910013e+00,5.3167179501e+04,1.0668224210e+00

# METADATA: {"config_sha256": "85ed4115d72b", "provenance": "Hardened_JPCL_Resubmission_v1.3"}
