time_fs,population_site_1,population_site_2,population_site_3,population_site_4,population_site_5,population_site_6,population_site_7,coherences
1.0000000000e+01,9.7204301437e-01,2.6504061804e-02,1.3994469674e-04,1.3282287690e-04,1.7229225519e-04,6.6892773481e-04,3.3893626498e-04,0.0000000000e+00
1.0500000000e+01,9.6929164922e-01,2.9103701279e-02,1.5821521895e-04,1.4528623239e-04,1.9166578961e-04,7.3322296494e-04,3.7625929252e-04,0.0000000000e+00
1.1000000000e+01,9.6715528961e-01,3.1093050750e-02,1.7210086109e-04,1.5860938718e-04,2.0825154480e-04,8.0279436571e-04,4.0990347669e-04,0.0000000000e+00
1.1500000000e+01,9.6383419336e-01,3.4211791298e-02,1.9154961093e-04,1.7778310322e-04,2.3125201919e-04,8.8565358908e-04,4.6777701692e-04,0.0000000000e+00
1.2000000000e+01,9.6107833299e-01,3.6801490986e-02,2.0969036904e-04,1.9413432079e-04,2.5462622874e-04,9.5545107534e-04,5.0627403107e-04,0.0000000000e+00
1.2500000000e+01,9.5804389776e-01,3.9659368067e-02,2.3636402800e-04,2.0896304313e-04,2.7406755871e-04,1.0281105711e-03,5.4922897196e-04,0.0000000000e+00
1.3000000000e+01,9.5425353550e-01,4.3224553059e-02,2.6798663355e-04,2.2825759456e-04,3.0735666893e-04,1.1196970816e-03,5.9861345924e-04,0.0000000000e+00
1.3500000000e+01,9.5188478806e-01,4.5441051463e-02,2.8977161668e-04,2.4385741565e-04,3.3420254099e-04,1.1610265317e-03,6.4530236698e-04,0.0000000000e+00
1.4000000000e+01,9.4884454027e-01,4.8280694181e-02,3.1903298442e-04,2.6355553269e-04,3.6232301855e-04,1.2513318679e-03,6.7852214669e-04,0.0000000000e+00
1.4500000000e+01,9.4632601628e-01,5.0610163823e-02,3.3845951731e-04,2.8758471753e-04,3.8991239930e-04,1.3361037037e-03,7.1175956065e-04,0.0000000000e+00
1.5000000000e+01,9.4182984009e-01,5.4800195101e-02,3.7771252350e-04,3.2025457688e-04,4.2858802593e-04,1.4754936360e-03,7.6791605065e-04,0.0000000000e+00
1.5500000000e+01,9.3863347305e-01,5.7768739954e-02,4.1484174462e-04,3.3922088280e-04,4.6380755120e-04,1.5556002551e-03,8.2431655866e-04,0.0000000000e+00
1.6000000000e+01,9.3391539647e-01,6.2327386691e-02,4.4038108056e-04,3.5142475705e-04,4.9979565662e-04,1.6224249865e-03,8.4319035279e-04,0.0000000000e+00
1.6500000000e+01,9.2947623641e-01,6.6512435508e-02,4.7757380306e-04,3.7721738911e-04,5.3814555384e-04,1.7247620466e-03,8.9362928820e-04,0.0000000000e+00
1.7000000000e+01,9.2608858516e-01,6.9682863382e-02,4.9853412640e-04,3.9926333666e-04,5.7169499818e-04,1.8179443954e-03,9.4111459842e-04,0.0000000000e+00
1.7500000000e+01,9.2170108337e-01,7.3815646109e-02,5.4432684449e-04,4.2216472345e-04,6.0458746643e-04,1.9294584895e-03,9.8273300032e-04,0.0000000000e+00
1.8000000000e+01,9.1589755086e-01,7.9374187889e-02,5.9137942255e-04,4.4455320559e-04,6.4823523696e-04,2.0282488161e-03,1.0158445647e-03,0.0000000000e+00
1.8500000000e+01,9.1172018982e-01,8.3196220785e-02,6.4260082245e-04,4.7550141985e-04,6.9807582201e-04,2.1866241349e-03,1.0807871917e-03,0.0000000000e+00
1.9000000000e+01,9.0800932731e-01,8.6596824260e-02,7.0425688423e-04,5.1874710838e-04,7.3518514232e-04,2.3194709732e-03,1.1161883232e-03,0.0000000000e+00
1.9500000000e+01,9.0295656498e-01,9.1433923512e-02,7.4611870816e-04,5.4987021173e-04,7.6940194997e-04,2.3790048289e-03,1.1651158087e-03,0.0000000000e+00
2.0000000000e+01,8.9894250682e-01,9.5279616305e-02,7.7071654540e-04,5.8470851159e-04,8.0536029935e-04,2.4152005800e-03,1.2018909430e-03,0.0000000000e+00
2.0500000000e+01,8.9206704811e-01,1.0181904549e-01,8.4267600449e-04,6.1956370041e-04,8.6331828837e-04,2.5233315671e-03,1.2650168428e-03,0.0000000000e+00
2.1000000000e+01,8.8990293575e-01,1.0380983823e-01,8.8025411559e-04,6.3791885877e-04,8.9667039078e-04,2.5633748164e-03,1.3090078398e-03,0.0000000000e+00
2.1500000000e+01,8.8719514185e-01,1.0637137914e-01,9.1963238840e-04,6.4589364281e-04,9.1066601460e-04,2.6218778321e-03,1.3354091249e-03,0.0000000000e+00
2.2000000000e+01,8.8055086594e-01,1.1272613379e-01,9.9671200580e-04,6.9195788143e-04,9.6578262806e-04,2.6734164052e-03,1.3951313483e-03,0.0000000000e+00
2.2500000000e+01,8.7702086905e-01,1.1610952813e-01,1.0363639214e-03,7.0851167192e-04,1.0075787063e-03,2.7247501447e-03,1.3923983814e-03,0.0000000000e+00
2.3000000000e+01,8.7280573464e-01,1.2020265907e-01,1.1002651709e-03,7.1674182563e-04,1.0310705452e-03,2.7605980722e-03,1.3829306699e-03,0.0000000000e+00
2.3500000000e+01,8.6845664885e-01,1.2435870781e-01,1.1603154785e-03,7.5417004565e-04,1.0534204509e-03,2.8164898385e-03,1.4002475306e-03,0.0000000000e+00
2.4000000000e+01,8.6397444889e-01,1.2858585917e-01,1.2246011389e-03,7.8537609980e-04,1.1194098304e-03,2.8939687098e-03,1.4163361619e-03,0.0000000000e+00
2.4500000000e+01,8.5776291086e-01,1.3453154031e-01,1.2852580723e-03,8.4216479915e-04,1.1678393906e-03,2.9706148446e-03,1.4396717226e-03,0.0000000000e+00
2.5000000000e+01,8.5092938305e-01,1.4119555875e-01,1.3519308487e-03,8.6682629465e-04,1.1738034445e-03,3.0114816042e-03,1.4710160113e-03,0.0000000000e+00
2.5500000000e+01,8.4453515658e-01,1.4716309821e-01,1.4405004165e-03,9.1111191061e-04,1.2564110894e-03,3.1191051080e-03,1.5746166882e-03,0.0000000000e+00
2.6000000000e+01,8.3983565963e-01,1.5157728309e-01,1.5204872280e-03,9.5379816984e-04,1.3000610733e-03,3.2094140051e-03,1.6032967993e-03,0.0000000000e+00
2.6500000000e+01,8.3624718148e-01,1.5492738315e-01,1.6154902157e-03,9.7886735093e-04,1.3372457803e-03,3.2447986011e-03,1.6490334193e-03,0.0000000000e+00
2.7000000000e+01,8.3225916114e-01,1.5848287561e-01,1.7513248834e-03,1.0227440356e-03,1.4102668080e-03,3.3770953180e-03,1.6965322017e-03,0.0000000000e+00
2.7500000000e+01,8.2626752956e-01,1.6423494101e-01,1.7882837254e-03,1.0588202685e-03,1.4664405411e-03,3.4450221656e-03,1.7389627288e-03,0.0000000000e+00
2.8000000000e+01,8.2290482517e-01,1.6733896693e-01,1.8581939662e-03,1.0939339945e-03,1.5265099073e-03,3.5296225423e-03,1.7479474815e-03,0.0000000000e+00
2.8500000000e+01,8.2155721076e-01,1.6842366251e-01,1.9315458503e-03,1.1590309014e-03,1.5715137998e-03,3.5927899952e-03,1.7642461810e-03,0.0000000000e+00
2.9000000000e+01,8.1500095344e-01,1.7463317027e-01,2.0037699330e-03,1.2236662631e-03,1.6438958506e-03,3.6717921940e-03,1.8227520411e-03,0.0000000000e+00
2.9500000000e+01,8.0436207049e-01,1.8483656011e-01,2.1316259080e-03,1.2689263251e-03,1.7218639561e-03,3.7811482286e-03,1.8978049765e-03,0.0000000000e+00
3.0000000000e+01,7.9444385501e-01,1.9423124763e-01,2.2344365265e-03,1.3415638979e-03,1.7939131559e-03,3.9951740000e-03,1.9598097791e-03,0.0000000000e+00
3.0500000000e+01,7.8847846234e-01,1.9964840943e-01,2.3960538802e-03,1.4205460622e-03,1.8764021605e-03,4.1315804510e-03,2.0485456755e-03,0.0000000000e+00
3.1000000000e+01,7.7961244537e-01,2.0815998269e-01,2.5148406299e-03,1.4740238999e-03,1.9632093006e-03,4.1982297331e-03,2.0772683719e-03,0.0000000000e+00
3.1500000000e+01,7.7103295278e-01,2.1625063748e-01,2.6437335282e-03,1.5335885013e-03,2.0534859900e-03,4.3388165877e-03,2.1467851403e-03,0.0000000000e+00
3.2000000000e+01,7.6390764075e-01,2.2302914650e-01,2.7310652183e-03,1.5691838352e-03,2.1646760519e-03,4.4123106473e-03,2.1859770031e-03,0.0000000000e+00
3.2500000000e+01,7.6041719378e-01,2.2614411636e-01,2.8652362019e-03,1.5951269665e-03,2.2879358665e-03,4.4577467551e-03,2.2326440727e-03,0.0000000000e+00
3.3000000000e+01,7.5234959214e-01,2.3372440316e-01,3.0224696566e-03,1.6044022256e-03,2.4124930753e-03,4.5906239934e-03,2.2960157567e-03,0.0000000000e+00
3.3500000000e+01,7.4699658835e-01,2.3883370650e-01,3.0944214763e-03,1.6370032029e-03,2.4443684925e-03,4.6591576171e-03,2.3347543681e-03,0.0000000000e+00
3.4000000000e+01,7.3900223293e-01,2.4645111398e-01,3.2985704706e-03,1.6865893998e-03,2.4996115645e-03,4.7068762941e-03,2.3550053558e-03,0.0000000000e+00
3.4500000000e+01,7.3699801546e-01,2.4819529230e-01,3.3822366925e-03,1.7713869599e-03,2.5675540806e-03,4.7012943866e-03,2.3842201218e-03,0.0000000000e+00
3.5000000000e+01,7.2989019894e-01,2.5476997711e-01,3.5549660319e-03,1.8245962938e-03,2.6510927767e-03,4.8640306337e-03,2.4451382148e-03,0.0000000000e+00
3.5500000000e+01,7.2823646637e-01,2.5617678293e-01,3.6816741324e-03,1.8518023595e-03,2.7453143872e-03,4.8127991591e-03,2.4951606686e-03,0.0000000000e+00
3.6000000000e+01,7.2408678003e-01,2.6016409503e-01,3.8519990848e-03,1.8659299297e-03,2.7898692163e-03,4.7672744505e-03,2.4740522587e-03,0.0000000000e+00
3.6500000000e+01,7.1817954129e-01,2.6591497884e-01,3.9319250016e-03,1.8934510726e-03,2.8816054245e-03,4.7331513680e-03,2.4653470045e-03,0.0000000000e+00
3.7000000000e+01,7.0766044282e-01,2.7591042853e-01,4.1793731702e-03,1.9632030122e-03,2.9707362790e-03,4.8420047826e-03,2.4738113987e-03,0.0000000000e+00
3.7500000000e+01,7.0374931744e-01,2.7950274015e-01,4.3044299956e-03,2.0219715095e-03,3.0641796820e-03,4.8673560063e-03,2.4900052083e-03,0.0000000000e+00
3.8000000000e+01,6.9732701116e-01,2.8549729249e-01,4.5124066115e-03,2.0682736606e-03,3.1855093452e-03,4.9229744305e-03,2.4865322997e-03,0.0000000000e+00
3.8500000000e+01,6.9118173716e-01,2.9137253661e-01,4.6488400257e-03,2.0810242859e-03,3.2973988565e-03,4.9175036243e-03,2.5009594396e-03,0.0000000000e+00
3.9000000000e+01,6.8539896374e-01,2.9691885269e-01,4.7836740835e-03,2.1034522442e-03,3.3521031349e-03,4.9495545511e-03,2.4933995590e-03,0.0000000000e+00
3.9500000000e+01,6.7712507606e-01,3.0479894117e-01,4.9577252395e-03,2.1848267811e-03,3.4272510543e-03,5.0129832385e-03,2.4931964506e-03,0.0000000000e+00
4.0000000000e+01,6.7147811223e-01,3.1023017456e-01,5.1353758848e-03,2.2018167972e-03,3.4775563423e-03,4.9972649913e-03,2.4796991943e-03,0.0000000000e+00
4.0500000000e+01,6.6750197688e-01,3.1382032334e-01,5.2842436497e-03,2.2812065351e-03,3.5927186161e-03,5.0128567201e-03,2.5066742578e-03,0.0000000000e+00
4.1000000000e+01,6.6123869708e-01,3.1957802084e-01,5.5900499892e-03,2.3465623612e-03,3.6466888236e-03,5.0408244576e-03,2.5591564472e-03,0.0000000000e+00
4.1500000000e+01,6.5403304103e-01,3.2657068829e-01,5.6229484635e-03,2.3739821568e-03,3.7114938098e-03,5.1173272250e-03,2.5705190196e-03,0.0000000000e+00
4.2000000000e+01,6.5073766568e-01,3.2946113824e-01,5.8619610030e-03,2.3855289922e-03,3.8112592359e-03,5.1575172739e-03,2.5849295803e-03,0.0000000000e+00
