Time_fs,Coherence_l1,QFI,Entropy_VN,Purity,Linear_Entropy,Bipartite_Entanglement,Multipartite_Entanglement,Pop_Site_1,Pop_Site_2,Pop_Site_3,Pop_Site_4,Pop_Site_5,Pop_Site_6,Pop_Site_7
9.80000000e+01,1.93870618e+00,3.34053200e+04,7.59246329e-02,9.72447328e-01,3.21447837e-02,7.32046153e-02,5.89375464e-02,4.59386473e-01,5.03494276e-01,2.69957270e-02,3.20540229e-03,5.25296706e-03,2.14215121e-04,1.45093999e-03
9.90000000e+01,1.93288709e+00,3.34952690e+04,7.59335920e-02,9.72471225e-01,3.21169041e-02,7.31815731e-02,5.89000744e-02,4.70443139e-01,4.92790123e-01,2.69733339e-02,3.06695848e-03,5.01296982e-03,2.22345668e-04,1.49113026e-03
1.00000000e+02,1.93081613e+00,3.36309612e+04,7.66300035e-02,9.72197241e-01,3.24365516e-02,7.38319273e-02,5.94016978e-02,4.81809788e-01,4.81521756e-01,2.71112610e-02,2.94662787e-03,4.82202610e-03,2.35926025e-04,1.55261494e-03
1.01000000e+02,1.92640475e+00,3.35687084e+04,7.94296008e-02,9.70964346e-01,3.38749293e-02,7.66214780e-02,6.15996748e-02,4.93302191e-01,4.70237633e-01,2.71604967e-02,2.81183001e-03,4.61808501e-03,2.59136922e-04,1.61062757e-03
1.02000000e+02,1.92184379e+00,3.37267527e+04,7.98148256e-02,9.70791707e-01,3.40763420e-02,7.69059324e-02,6.18569798e-02,5.02828887e-01,4.61080974e-01,2.70493698e-02,2.67065323e-03,4.41168569e-03,2.90299845e-04,1.66812979e-03
1.03000000e+02,1.91572123e+00,3.36894467e+04,8.14309440e-02,9.70042905e-01,3.49499445e-02,7.84407912e-02,6.31238353e-02,5.15405055e-01,4.48916886e-01,2.68927533e-02,2.54291709e-03,4.17662303e-03,3.32317096e-04,1.73344848e-03
1.04000000e+02,1.90925056e+00,3.35382668e+04,8.22503307e-02,9.69628655e-01,3.54332356e-02,7.93106688e-02,6.38200065e-02,5.29613785e-01,4.35076650e-01,2.67838073e-02,2.41319146e-03,3.92615145e-03,3.82561794e-04,1.80385367e-03
1.05000000e+02,1.90381303e+00,3.34637059e+04,8.36581038e-02,9.68955609e-01,3.62184560e-02,8.07458559e-02,6.49650309e-02,5.42012539e-01,4.22921708e-01,2.67239997e-02,2.30391932e-03,3.72847225e-03,4.39826827e-04,1.86953479e-03
1.06000000e+02,1.89602856e+00,3.32701646e+04,8.36982119e-02,9.68935534e-01,3.62418770e-02,8.07587046e-02,6.49746274e-02,5.54934401e-01,4.10292962e-01,2.66700522e-02,2.17486353e-03,3.49563516e-03,5.03015798e-04,1.92907022e-03
1.07000000e+02,1.88671350e+00,3.30753230e+04,8.61700305e-02,9.67807370e-01,3.75580686e-02,8.32810617e-02,6.69538641e-02,5.67051787e-01,3.98531614e-01,2.64958999e-02,2.05993052e-03,3.28983057e-03,5.70411277e-04,2.00052729e-03
1.08000000e+02,1.87906800e+00,3.28186949e+04,8.64687887e-02,9.67639628e-01,3.77537674e-02,8.35755386e-02,6.72005481e-02,5.80909685e-01,3.84858929e-01,2.64375008e-02,1.97623452e-03,3.09327709e-03,6.44084336e-04,2.08029021e-03
1.09000000e+02,1.86893834e+00,3.26774646e+04,8.74819526e-02,9.67128520e-01,3.83500603e-02,8.46174177e-02,6.80516504e-02,5.94896535e-01,3.71072791e-01,2.63726217e-02,1.88086444e-03,2.89472423e-03,7.17663783e-04,2.16479984e-03
1.10000000e+02,1.85742323e+00,3.24349214e+04,8.97771783e-02,9.66038140e-01,3.96221704e-02,8.69167059e-02,6.98906401e-02,6.08209846e-01,3.57997471e-01,2.62224865e-02,1.79732481e-03,2.70603251e-03,8.06399869e-04,2.26043954e-03
1.11000000e+02,1.84162465e+00,3.21220786e+04,9.04576214e-02,9.65717965e-01,3.99957076e-02,8.75900065e-02,7.04244275e-02,6.23400631e-01,3.43243499e-01,2.59022382e-02,1.70936712e-03,2.51745158e-03,8.90955374e-04,2.33585801e-03
1.12000000e+02,1.82427608e+00,3.18720995e+04,9.12305254e-02,9.65368855e-01,4.04030028e-02,8.83280194e-02,7.10171676e-02,6.39106616e-01,3.27939404e-01,2.55919046e-02,1.62556768e-03,2.33486554e-03,9.81016283e-04,2.42062603e-03
1.13000000e+02,1.80812815e+00,3.15015997e+04,9.06620105e-02,9.65638882e-01,4.00879705e-02,8.77134177e-02,7.05230261e-02,6.53699012e-01,3.13577514e-01,2.54379433e-02,1.54695156e-03,2.14997194e-03,1.07575851e-03,2.51284862e-03
1.14000000e+02,1.79149582e+00,3.11183615e+04,9.17299824e-02,9.65129254e-01,4.06825372e-02,8.87682705e-02,7.13648540e-02,6.67080738e-01,3.00445766e-01,2.52187766e-02,1.47717445e-03,1.99109374e-03,1.17084611e-03,2.61560456e-03
1.15000000e+02,1.77216891e+00,3.07663901e+04,9.23364061e-02,9.64797481e-01,4.10696059e-02,8.93938398e-02,7.18834614e-02,6.81726946e-01,2.85948586e-01,2.51334756e-02,1.41276767e-03,1.82251749e-03,1.26680996e-03,2.68889695e-03
1.16000000e+02,1.74973493e+00,3.03720748e+04,9.36757923e-02,9.64183607e-01,4.17857917e-02,9.07503112e-02,7.29296490e-02,6.96599571e-01,2.71349571e-01,2.48965077e-02,1.36486532e-03,1.66721024e-03,1.36836403e-03,2.75391044e-03
1.17000000e+02,1.72691730e+00,2.97718298e+04,9.45442368e-02,9.63769337e-01,4.22691064e-02,9.16495914e-02,7.36241028e-02,7.10623677e-01,2.57553489e-01,2.47041646e-02,1.30838495e-03,1.52154542e-03,1.46739468e-03,2.82134460e-03
1.18000000e+02,1.70107593e+00,2.91969131e+04,9.50794247e-02,9.63507961e-01,4.25740453e-02,9.21941907e-02,7.40388804e-02,7.25457133e-01,2.43055566e-01,2.43703554e-02,1.25764452e-03,1.38608078e-03,1.56722775e-03,2.90599317e-03
1.19000000e+02,1.67808292e+00,2.87659078e+04,9.48130393e-02,9.63612848e-01,4.24516773e-02,9.19603279e-02,7.38474735e-02,7.39131508e-01,2.29493316e-01,2.42375943e-02,1.22601572e-03,1.25926598e-03,1.66616466e-03,2.98613449e-03
1.20000000e+02,1.65435835e+00,2.80887435e+04,9.42330497e-02,9.63884614e-01,4.21346172e-02,9.13946578e-02,7.33870323e-02,7.52276100e-01,2.16511922e-01,2.40234441e-02,1.19548761e-03,1.12807350e-03,1.78436880e-03,3.08060330e-03
1.21000000e+02,1.62808445e+00,2.76329710e+04,9.43670306e-02,9.63801472e-01,4.22316160e-02,9.15387117e-02,7.35165564e-02,7.65010981e-01,2.04053065e-01,2.37070167e-02,1.17419263e-03,1.00888284e-03,1.89309750e-03,3.15276404e-03
1.22000000e+02,1.59893374e+00,2.69797894e+04,9.64815371e-02,9.62748180e-01,4.34604561e-02,9.37279905e-02,7.52784965e-02,7.77568235e-01,1.91835092e-01,2.32966297e-02,1.16219239e-03,8.99914279e-04,2.00338223e-03,3.23455453e-03
1.23000000e+02,1.57472071e+00,2.65366632e+04,9.46597874e-02,9.63609767e-01,4.24552716e-02,9.18887834e-02,7.38153999e-02,7.88983389e-01,1.80576013e-01,2.30540486e-02,1.15196923e-03,8.02194594e-04,2.12375443e-03,3.30863135e-03
1.24000000e+02,1.54407096e+00,2.60413333e+04,9.41229277e-02,9.63855879e-01,4.21681417e-02,9.13901236e-02,7.34064351e-02,8.00656276e-01,1.69390470e-01,2.25196328e-02,1.14125351e-03,7.08958137e-04,2.21670634e-03,3.36670342e-03
1.25000000e+02,1.51578269e+00,2.55194299e+04,9.35659523e-02,9.64101008e-01,4.18821576e-02,9.08413237e-02,7.29685814e-02,8.11722464e-01,1.58570850e-01,2.21712781e-02,1.13922618e-03,6.27810900e-04,2.32382678e-03,3.44454453e-03
1.26000000e+02,1.48841981e+00,2.48276825e+04,9.41848887e-02,9.63789631e-01,4.22454305e-02,9.14648404e-02,7.34573105e-02,8.21631232e-01,1.48809460e-01,2.19074889e-02,1.14388848e-03,5.56658724e-04,2.42639222e-03,3.52487986e-03
1.27000000e+02,1.45588270e+00,2.41538015e+04,9.33849082e-02,9.64172366e-01,4.17989061e-02,9.06777272e-02,7.28206572e-02,8.33167526e-01,1.37579292e-01,2.14701227e-02,1.15607026e-03,4.91566459e-04,2.53489832e-03,3.60052368e-03
1.28000000e+02,1.42950654e+00,2.35421633e+04,9.10935588e-02,9.65232148e-01,4.05624942e-02,8.84109384e-02,7.10053985e-02,8.42616638e-01,1.28222196e-01,2.12666409e-02,1.16565936e-03,4.35481593e-04,2.64301973e-03,3.65036475e-03
1.29000000e+02,1.39956152e+00,2.30253840e+04,8.99191004e-02,9.65806945e-01,3.98918979e-02,8.72060332e-02,7.00155539e-02,8.52082121e-01,1.19006517e-01,2.08960603e-02,1.18254684e-03,3.88606163e-04,2.74349514e-03,3.70065275e-03
1.30000000e+02,1.37144141e+00,2.24753932e+04,8.79505194e-02,9.66741948e-01,3.88010601e-02,8.52548308e-02,6.84327494e-02,8.60915211e-01,1.10329523e-01,2.06117553e-02,1.19728714e-03,3.47040592e-04,2.84323434e-03,3.75594779e-03
1.31000000e+02,1.34574170e+00,2.18234910e+04,8.77118293e-02,9.66877386e-01,3.86430501e-02,8.49781227e-02,6.81958868e-02,8.68668467e-01,1.02728820e-01,2.02360854e-02,1.23251325e-03,3.15062959e-04,2.95774849e-03,3.86130255e-03
1.32000000e+02,1.32125767e+00,2.12583522e+04,8.71120504e-02,9.67157145e-01,3.83166646e-02,8.44189742e-02,6.77304583e-02,8.75804357e-01,9.56955092e-02,1.99501464e-02,1.26663620e-03,2.88961205e-04,3.05258577e-03,3.94180408e-03
1.33000000e+02,1.29610766e+00,2.06178536e+04,8.66570664e-02,9.67384728e-01,3.80511505e-02,8.39451589e-02,6.73399517e-02,8.82760928e-01,8.88899360e-02,1.96232580e-02,1.30388302e-03,2.74359701e-04,3.14691352e-03,4.00072182e-03
1.34000000e+02,1.27596471e+00,2.00583147e+04,8.41935692e-02,9.68541776e-01,3.67012617e-02,8.14071996e-02,6.53064584e-02,8.89161723e-01,8.24983352e-02,1.94004892e-02,1.34577373e-03,2.67959791e-04,3.24644161e-03,4.07927717e-03
1.35000000e+02,1.25488385e+00,1.95556109e+04,8.24302951e-02,9.69365670e-01,3.57400513e-02,7.96618457e-02,6.38889144e-02,8.95232057e-01,7.65593168e-02,1.90803401e-02,1.39078200e-03,2.64377515e-04,3.32896595e-03,4.14416108e-03
1.36000000e+02,1.23212780e+00,1.90327000e+04,8.06192444e-02,9.70222514e-01,3.47404006e-02,7.78610852e-02,6.24107744e-02,9.01473292e-01,7.05450380e-02,1.86767832e-02,1.44148765e-03,2.69964593e-04,3.41493277e-03,4.17850163e-03
1.37000000e+02,1.20938505e+00,1.85508233e+04,7.98994439e-02,9.70586711e-01,3.43155037e-02,7.71568738e-02,6.18024693e-02,9.07018202e-01,6.52982898e-02,1.82566565e-02,1.49065467e-03,2.83086902e-04,3.47126701e-03,4.18184307e-03
1.38000000e+02,1.18873679e+00,1.80953177e+04,7.86731165e-02,9.71143321e-01,3.36661250e-02,7.59325888e-02,6.08162599e-02,9.11987679e-01,6.06910659e-02,1.77725742e-02,1.52832282e-03,3.01833380e-04,3.52716467e-03,4.19136006e-03
1.39000000e+02,1.17392737e+00,1.76035214e+04,7.71428724e-02,9.71840081e-01,3.28532389e-02,7.43927109e-02,5.95840542e-02,9.16169916e-01,5.66713002e-02,1.74313905e-02,1.58541230e-03,3.30200128e-04,3.58786266e-03,4.22391800e-03
1.40000000e+02,1.16137845e+00,1.71459003e+04,7.58074750e-02,9.72437283e-01,3.21565037e-02,7.31118193e-02,5.85374934e-02,9.19732354e-01,5.32377137e-02,1.71355805e-02,1.63582179e-03,3.62947771e-04,3.66281176e-03,4.23277025e-03
1.41000000e+02,1.15480424e+00,1.67205575e+04,7.42040150e-02,9.73193586e-01,3.12741496e-02,7.14134809e-02,5.71725361e-02,9.22571413e-01,5.03204888e-02,1.69668967e-02,1.70553310e-03,4.06780235e-04,3.74600064e-03,4.28288797e-03
1.42000000e+02,1.15217590e+00,1.62799808e+04,7.35933459e-02,9.73474258e-01,3.09466989e-02,7.09038340e-02,5.67104781e-02,9.24439653e-01,4.83242622e-02,1.68595506e-02,1.77453652e-03,4.54254426e-04,3.82323121e-03,4.32451242e-03
1.43000000e+02,1.14833365e+00,1.58813865e+04,7.20330426e-02,9.74178986e-01,3.01245164e-02,6.93341168e-02,5.54517397e-02,9.26345330e-01,4.65425874e-02,1.65602884e-02,1.83929370e-03,5.03694936e-04,3.86800465e-03,4.34080092e-03
1.44000000e+02,1.14871027e+00,1.54775533e+04,7.08401917e-02,9.74713831e-01,2.95005305e-02,6.81681905e-02,5.44938567e-02,9.27613115e-01,4.52428995e-02,1.63818717e-02,1.91479520e-03,5.57430076e-04,3.92911422e-03,4.36077465e-03
1.45000000e+02,1.14981677e+00,1.51548658e+04,6.89648630e-02,9.75530282e-01,2.85480047e-02,6.63481880e-02,5.30222555e-02,9.28815792e-01,4.41203616e-02,1.60994069e-02,1.98568205e-03,6.18050429e-04,3.99357548e-03,4.36713134e-03
1.46000000e+02,1.15326778e+00,1.48691927e+04,6.72471692e-02,9.76271463e-01,2.76832930e-02,6.46614703e-02,5.16812215e-02,9.29501394e-01,4.35720428e-02,1.57670551e-02,2.04673265e-03,6.80022742e-04,4.03198922e-03,4.40076393e-03
1.47000000e+02,1.16171087e+00,1.45540681e+04,6.58538168e-02,9.76868233e-01,2.69870621e-02,6.33252208e-02,5.06088507e-02,9.29473524e-01,4.36252626e-02,1.55550556e-02,2.12849038e-03,7.55238997e-04,4.05425493e-03,4.40817356e-03
1.48000000e+02,1.17075290e+00,1.42513692e+04,6.44810585e-02,9.77444203e-01,2.63150960e-02,6.20325793e-02,4.95842284e-02,9.29143331e-01,4.40972125e-02,1.52664267e-02,2.19325163e-03,8.28585909e-04,4.07218031e-03,4.39901157e-03
1.49000000e+02,1.18096373e+00,1.40268411e+04,6.25410532e-02,9.78257721e-01,2.53659918e-02,6.01222589e-02,4.80640512e-02,9.28780931e-01,4.45835038e-02,1.49659240e-02,2.27042150e-03,9.02498589e-04,4.12150507e-03,4.37521593e-03
1.50000000e+02,1.19523450e+00,1.37121826e+04,6.11229414e-02,9.78826451e-01,2.47024735e-02,5.88036976e-02,4.70170903e-02,9.27525421e-01,4.59894533e-02,1.46599305e-02,2.34118045e-03,9.82266868e-04,4.12597988e-03,4.37576768e-03
1.51000000e+02,1.21198881e+00,1.34753163e+04,5.92203503e-02,9.79637747e-01,2.37559617e-02,5.68641968e-02,4.54795828e-02,9.26104343e-01,4.74047090e-02,1.44723542e-02,2.42712985e-03,1.06672934e-03,4.16563213e-03,4.35910248e-03
1.52000000e+02,1.22827974e+00,1.32950896e+04,5.81709902e-02,9.80095268e-01,2.32221868e-02,5.57699129e-02,4.45932893e-02,9.24438219e-01,4.90852496e-02,1.42776281e-02,2.49940141e-03,1.15682112e-03,4.19461195e-03,4.34806866e-03
1.53000000e+02,1.24859540e+00,1.30802089e+04,5.75761077e-02,9.80357704e-01,2.29160126e-02,5.52555637e-02,4.41529256e-02,9.21964790e-01,5.15480342e-02,1.40929182e-02,2.59289215e-03,1.25018535e-03,4.20209476e-03,4.34908516e-03
1.54000000e+02,1.27165228e+00,1.28662185e+04,5.63666286e-02,9.80888890e-01,2.22962950e-02,5.40017730e-02,4.31516947e-02,9.19281117e-01,5.40968689e-02,1.39548072e-02,2.69036136e-03,1.35616464e-03,4.24426992e-03,4.37641102e-03
1.55000000e+02,1.29173376e+00,1.26919864e+04,5.50660015e-02,9.81422234e-01,2.16740600e-02,5.27381420e-02,4.21345093e-02,9.16621970e-01,5.67655300e-02,1.37854944e-02,2.76110381e-03,1.44726783e-03,4.27110401e-03,4.34752982e-03
1.56000000e+02,1.31106516e+00,1.25342996e+04,5.41109516e-02,9.81822309e-01,2.12073063e-02,5.17958954e-02,4.13837447e-02,9.13829147e-01,5.96303257e-02,1.35336718e-02,2.83403928e-03,1.54195331e-03,4.29527480e-03,4.33558851e-03
1.57000000e+02,1.32862533e+00,1.24264256e+04,5.17089144e-02,9.82806686e-01,2.00588663e-02,4.93247940e-02,3.94410672e-02,9.11286417e-01,6.22945306e-02,1.33366244e-02,2.89435039e-03,1.63471993e-03,4.28186632e-03,4.27149111e-03
1.58000000e+02,1.35122269e+00,1.22690945e+04,5.14246481e-02,9.82902503e-01,1.99470795e-02,4.91111167e-02,3.92743014e-02,9.07625868e-01,6.58968970e-02,1.31987695e-02,2.95644121e-03,1.73683030e-03,4.30333677e-03,4.28185686e-03
1.59000000e+02,1.37121279e+00,1.21813841e+04,5.03987109e-02,9.83296843e-01,1.94870169e-02,4.81737125e-02,3.85237875e-02,9.04153852e-01,6.94126126e-02,1.30374622e-02,3.01050724e-03,1.82346448e-03,4.29215385e-03,4.26994808e-03
1.60000000e+02,1.38928599e+00,1.21232912e+04,4.84848096e-02,9.84055713e-01,1.86016682e-02,4.62568500e-02,3.70094627e-02,9.01177575e-01,7.24486574e-02,1.28444705e-02,3.07302118e-03,1.92697212e-03,4.27836042e-03,4.25094301e-03
1.61000000e+02,1.41244466e+00,1.20666965e+04,4.68176409e-02,9.84706153e-01,1.78428221e-02,4.46816249e-02,3.57405712e-02,8.97331082e-01,7.61946737e-02,1.27372411e-02,3.15742207e-03,2.03056192e-03,4.27576234e-03,4.27325638e-03
1.62000000e+02,1.43199427e+00,1.19912204e+04,4.64303001e-02,9.84864405e-01,1.76581939e-02,4.43238876e-02,3.54441647e-02,8.93330024e-01,8.02200058e-02,1.25924386e-02,3.22592469e-03,2.12166338e-03,4.25830224e-03,4.25164097e-03
1.63000000e+02,1.45282204e+00,1.18572481e+04,4.62649557e-02,9.84927124e-01,1.75850215e-02,4.41779448e-02,3.53243212e-02,8.89178672e-01,8.42796088e-02,1.25156570e-02,3.29051771e-03,2.23123629e-03,4.26307026e-03,4.24123788e-03
1.64000000e+02,1.47937631e+00,1.17622490e+04,4.59991344e-02,9.85042475e-01,1.74504463e-02,4.39091971e-02,3.51066986e-02,8.84061210e-01,8.91109996e-02,1.25560245e-02,3.37310386e-03,2.35907221e-03,4.27698853e-03,4.26260160e-03
1.65000000e+02,1.50454724e+00,1.17008747e+04,4.57288429e-02,9.85152867e-01,1.73216549e-02,4.37105046e-02,3.49426255e-02,8.78747396e-01,9.42598828e-02,1.24905635e-02,3.46318735e-03,2.47804230e-03,4.29111212e-03,4.26981575e-03
1.66000000e+02,1.52098924e+00,1.17242746e+04,4.50256465e-02,9.85446588e-01,1.69789810e-02,4.30313724e-02,3.43909389e-02,8.74919415e-01,9.80975259e-02,1.23706627e-02,3.50651158e-03,2.58525632e-03,4.27211358e-03,4.24851516e-03
1.67000000e+02,1.54088194e+00,1.16185799e+04,4.41092499e-02,9.85794476e-01,1.65731110e-02,4.21245948e-02,3.36843786e-02,8.70395108e-01,1.02528493e-01,1.23230287e-02,3.56851933e-03,2.69947556e-03,4.25980638e-03,4.22556891e-03
1.68000000e+02,1.56557120e+00,1.15564987e+04,4.37905252e-02,9.85919766e-01,1.64269394e-02,4.18327898e-02,3.34616993e-02,8.64907407e-01,1.07765574e-01,1.23269207e-02,3.66118156e-03,2.83300523e-03,4.28858817e-03,4.21732276e-03
1.69000000e+02,1.59000884e+00,1.15091887e+04,4.31346076e-02,9.86172163e-01,1.61324766e-02,4.11810404e-02,3.29576655e-02,8.59336411e-01,1.13088417e-01,1.23293975e-02,3.76953593e-03,2.95354106e-03,4.30166615e-03,4.22103144e-03
1.70000000e+02,1.60925123e+00,1.14933440e+04,4.27094913e-02,9.86346069e-01,1.59295865e-02,4.06927115e-02,3.25877849e-02,8.54671646e-01,1.17595439e-01,1.22827004e-02,3.82687608e-03,3.07794891e-03,4.31441339e-03,4.23097571e-03
1.71000000e+02,1.62928664e+00,1.13731141e+04,4.18821707e-02,9.86664397e-01,1.55582037e-02,3.97899573e-02,3.19064428e-02,8.49802779e-01,1.22291173e-01,1.22359988e-02,3.90856629e-03,3.20335113e-03,4.32369340e-03,4.23443880e-03
1.72000000e+02,1.64741380e+00,1.12937572e+04,4.14148869e-02,9.86856071e-01,1.53345837e-02,3.93114367e-02,3.15191066e-02,8.45164855e-01,1.26745578e-01,1.22483425e-02,3.97871903e-03,3.29532758e-03,4.32957801e-03,4.23759957e-03
1.73000000e+02,1.66444601e+00,1.12190744e+04,3.97477466e-02,9.87497567e-01,1.45861713e-02,3.76763091e-02,3.02154492e-02,8.40661914e-01,1.31136910e-01,1.22407447e-02,4.05209894e-03,3.38612562e-03,4.32176719e-03,4.20043972e-03
1.74000000e+02,1.67513856e+00,1.11578600e+04,4.02678209e-02,9.87295018e-01,1.48224791e-02,3.82185154e-02,3.06523454e-02,8.37000112e-01,1.34812662e-01,1.21759246e-02,4.08956114e-03,3.47268819e-03,4.29360771e-03,4.15544404e-03
1.75000000e+02,1.68822244e+00,1.11001399e+04,3.98482417e-02,9.87450415e-01,1.46411820e-02,3.78242680e-02,3.03454717e-02,8.32865280e-01,1.38873962e-01,1.22094355e-02,4.10675939e-03,3.57361616e-03,4.26354133e-03,4.10740595e-03
1.76000000e+02,1.70526054e+00,1.10676730e+04,4.00974266e-02,9.87354040e-01,1.47536195e-02,3.80156263e-02,3.05115662e-02,8.27753244e-01,1.43811018e-01,1.22236532e-02,4.16225808e-03,3.68196406e-03,4.27910570e-03,4.08875660e-03
1.77000000e+02,1.72722145e+00,1.10178393e+04,3.99997444e-02,9.87393961e-01,1.47070454e-02,3.79247838e-02,3.04438104e-02,8.21692301e-01,1.49540489e-01,1.23167331e-02,4.25632007e-03,3.80191040e-03,4.28565700e-03,4.10658961e-03
1.78000000e+02,1.74358091e+00,1.09738359e+04,4.00164276e-02,9.87387176e-01,1.47149609e-02,3.79686992e-02,3.04589695e-02,8.16374053e-01,1.54689626e-01,1.23740475e-02,4.33510162e-03,3.88815195e-03,4.26279928e-03,4.07622085e-03
1.79000000e+02,1.76192687e+00,1.09651515e+04,3.98233555e-02,9.87449149e-01,1.46426600e-02,3.78320331e-02,3.03443494e-02,8.10559005e-01,1.60273590e-01,1.24566311e-02,4.40271811e-03,3.98665684e-03,4.24648159e-03,4.07491702e-03
1.80000000e+02,1.77373120e+00,1.09613008e+04,3.98408757e-02,9.87449623e-01,1.46421063e-02,3.78315476e-02,3.03339993e-02,8.06129915e-01,1.64648458e-01,1.24219673e-02,4.43659104e-03,4.09158598e-03,4.22129143e-03,4.05019064e-03
1.81000000e+02,1.79166602e+00,1.08090460e+04,3.96440288e-02,9.87533629e-01,1.45440990e-02,3.76091107e-02,3.01691523e-02,8.00584100e-01,1.69904021e-01,1.25252074e-02,4.51676483e-03,4.20420989e-03,4.22066740e-03,4.04502962e-03
1.82000000e+02,1.80745366e+00,1.07643007e+04,4.01172163e-02,9.87364254e-01,1.47417032e-02,3.80220130e-02,3.05116370e-02,7.95261012e-01,1.74957732e-01,1.26622303e-02,4.56552115e-03,4.31730581e-03,4.20044878e-03,4.03574984e-03
1.83000000e+02,1.82100472e+00,1.06742670e+04,4.04387219e-02,9.87267754e-01,1.48542866e-02,3.82988833e-02,3.07166881e-02,7.90347334e-01,1.79673744e-01,1.27447967e-02,4.60394259e-03,4.42087976e-03,4.18981138e-03,4.01949124e-03
1.84000000e+02,1.83802251e+00,1.06688895e+04,4.04934389e-02,9.87243302e-01,1.48828147e-02,3.83920355e-02,3.07870116e-02,7.84384047e-01,1.85380147e-01,1.28453275e-02,4.66624995e-03,4.51892664e-03,4.19145775e-03,4.01384471e-03
1.85000000e+02,1.85361625e+00,1.04943567e+04,4.00762739e-02,9.87402186e-01,1.46974491e-02,3.79917151e-02,3.04707868e-02,7.78853778e-01,1.90668455e-01,1.29455070e-02,4.72624189e-03,4.62292077e-03,4.16988172e-03,4.01321542e-03
1.86000000e+02,1.86872933e+00,1.04457336e+04,3.91914387e-02,9.87756021e-01,1.42846424e-02,3.71108398e-02,2.97619802e-02,7.73616393e-01,1.95627759e-01,1.31011481e-02,4.78895151e-03,4.73042824e-03,4.13754365e-03,3.99777601e-03
1.87000000e+02,1.88427637e+00,1.02738417e+04,3.92646492e-02,9.87722457e-01,1.43238006e-02,3.71858030e-02,2.98417889e-02,7.68443173e-01,2.00478445e-01,1.32180710e-02,4.87166850e-03,4.85947101e-03,4.13316182e-03,3.99600993e-03
1.88000000e+02,1.89966553e+00,1.02122681e+04,3.91388976e-02,9.87781796e-01,1.42545714e-02,3.70244928e-02,2.97240983e-02,7.62820185e-01,2.05816095e-01,1.33449082e-02,4.91274141e-03,4.96673614e-03,4.11863421e-03,4.02070033e-03
1.89000000e+02,1.91451232e+00,1.00995429e+04,3.90642727e-02,9.87801336e-01,1.42317750e-02,3.69894743e-02,2.96920658e-02,7.57035222e-01,2.11319961e-01,1.34948745e-02,4.97563465e-03,5.08044315e-03,4.09010489e-03,4.00376051e-03
1.90000000e+02,1.92939789e+00,9.96427767e+03,3.85664178e-02,9.87992067e-01,1.40092552e-02,3.65053549e-02,2.92878253e-02,7.51978801e-01,2.15993795e-01,1.37196336e-02,5.05691567e-03,5.18309399e-03,4.07508775e-03,3.99267288e-03
1.91000000e+02,1.93802847e+00,9.93020168e+03,3.85659635e-02,9.87995534e-01,1.40052105e-02,3.64277487e-02,2.92510850e-02,7.47353828e-01,2.20526950e-01,1.38048234e-02,5.08041223e-03,5.25470624e-03,4.01757332e-03,3.96170654e-03
1.92000000e+02,1.94892152e+00,9.79426092e+03,3.82263864e-02,9.88118180e-01,1.38621232e-02,3.61090047e-02,2.90015941e-02,7.42671672e-01,2.25006587e-01,1.39244197e-02,5.12649252e-03,5.35342937e-03,3.97020118e-03,3.94719759e-03
1.93000000e+02,1.95705956e+00,9.76447915e+03,3.80107690e-02,9.88202585e-01,1.37636503e-02,3.58424455e-02,2.88087087e-02,7.38207627e-01,2.29370395e-01,1.40234287e-02,5.13729579e-03,5.42992854e-03,3.91014534e-03,3.92117960e-03
1.94000000e+02,1.97092639e+00,9.76095968e+03,3.79228322e-02,9.88237732e-01,1.37226462e-02,3.57803601e-02,2.87350084e-02,7.32619146e-01,2.34597998e-01,1.42632351e-02,5.17201053e-03,5.54094521e-03,3.87488025e-03,3.93178459e-03
1.95000000e+02,1.98001505e+00,9.66211598e+03,3.91795904e-02,9.87748413e-01,1.42935178e-02,3.70609705e-02,2.97455796e-02,7.27831060e-01,2.39153411e-01,1.44751964e-02,5.17426789e-03,5.62101691e-03,3.85180443e-03,3.89324304e-03
1.96000000e+02,1.99011841e+00,9.59024947e+03,4.10711063e-02,9.87014932e-01,1.51492456e-02,3.89609385e-02,3.12752995e-02,7.22942111e-01,2.43764016e-01,1.46356284e-02,5.25794763e-03,5.72072752e-03,3.80836514e-03,3.87120411e-03
1.97000000e+02,1.99831618e+00,9.52295566e+03,4.26498405e-02,9.86423691e-01,1.58390269e-02,4.05075142e-02,3.25134637e-02,7.19537530e-01,2.46818262e-01,1.49058716e-02,5.29027795e-03,5.82636711e-03,3.77498980e-03,3.84670143e-03
1.98000000e+02,2.00766512e+00,9.42649454e+03,4.31962869e-02,9.86236751e-01,1.60571239e-02,4.09859258e-02,3.29092919e-02,7.14489419e-01,2.51617222e-01,1.51423929e-02,5.29192856e-03,5.89199307e-03,3.74135697e-03,3.82568738e-03
1.99000000e+02,2.01676666e+00,9.34094706e+03,4.40040286e-02,9.85926194e-01,1.64194408e-02,4.17682875e-02,3.35170625e-02,7.09408815e-01,2.56480200e-01,1.53157100e-02,5.30826418e-03,5.95385577e-03,3.71641552e-03,3.81673955e-03
