Time_fs,Coherence_l1,QFI,Entropy_VN,Purity,Linear_Entropy,Bipartite_Entanglement,Multipartite_Entanglement,Pop_Site_1,Pop_Site_2,Pop_Site_3,Pop_Site_4,Pop_Site_5,Pop_Site_6,Pop_Site_7
2.00000000e+02,2.02565946e+00,9.21295438e+03,4.44814337e-02,9.85747957e-01,1.66273830e-02,4.22646690e-02,3.39040116e-02,7.04484288e-01,2.61194319e-01,1.54842254e-02,5.32832234e-03,6.01687221e-03,3.68465718e-03,3.80731572e-03
2.01000000e+02,2.03542693e+00,9.15810354e+03,4.55019668e-02,9.85334916e-01,1.71092649e-02,4.32960121e-02,3.47517741e-02,6.98539759e-01,2.66918703e-01,1.56708231e-02,5.35099489e-03,6.07324255e-03,3.66904392e-03,3.77743349e-03
2.02000000e+02,2.04009437e+00,8.91034733e+03,4.51697352e-02,9.85460952e-01,1.69622226e-02,4.29879852e-02,3.45024878e-02,6.95577911e-01,2.69718490e-01,1.59114851e-02,5.31987943e-03,6.09787354e-03,3.61683770e-03,3.75752324e-03
2.03000000e+02,2.04622318e+00,8.77766459e+03,4.61365409e-02,9.85059351e-01,1.74307572e-02,4.39800301e-02,3.53034598e-02,6.92045560e-01,2.72999365e-01,1.61526858e-02,5.34742983e-03,6.16638700e-03,3.56241833e-03,3.72615483e-03
2.04000000e+02,2.05578042e+00,8.76663517e+03,4.82365065e-02,9.84207359e-01,1.84247479e-02,4.60935882e-02,3.69934204e-02,6.87467518e-01,2.77172901e-01,1.64328437e-02,5.39409278e-03,6.26139612e-03,3.52417250e-03,3.74707536e-03
2.05000000e+02,2.06478831e+00,8.70129363e+03,4.79166119e-02,9.84351677e-01,1.82563765e-02,4.57396388e-02,3.67179906e-02,6.82960516e-01,2.81366566e-01,1.67008829e-02,5.41404810e-03,6.33683872e-03,3.50716621e-03,3.71398169e-03
2.06000000e+02,2.07518442e+00,8.63715340e+03,4.72003216e-02,9.84642062e-01,1.79175948e-02,4.49954163e-02,3.61312878e-02,6.77472605e-01,2.86539170e-01,1.69562199e-02,5.43039450e-03,6.41614248e-03,3.48025894e-03,3.70520944e-03
2.07000000e+02,2.08134002e+00,8.48448168e+03,4.85984060e-02,9.84095496e-01,1.85552550e-02,4.64129422e-02,3.72598466e-02,6.73530289e-01,2.90208643e-01,1.72209874e-02,5.44756763e-03,6.47335283e-03,3.43091175e-03,3.68824877e-03
2.08000000e+02,2.08772905e+00,8.40299932e+03,4.79449686e-02,9.84376789e-01,1.82270798e-02,4.57696260e-02,3.67237452e-02,6.68983268e-01,2.94592605e-01,1.74071024e-02,5.48135904e-03,6.49419899e-03,3.38751094e-03,3.65395505e-03
2.09000000e+02,2.09162633e+00,8.37341717e+03,4.87817038e-02,9.84040931e-01,1.86189137e-02,4.66114127e-02,3.73980568e-02,6.64984956e-01,2.98441623e-01,1.76470214e-02,5.46509028e-03,6.50402285e-03,3.34293027e-03,3.61435653e-03
2.10000000e+02,2.09740992e+00,8.26748213e+03,5.00063886e-02,9.83538739e-01,1.92048048e-02,4.78305119e-02,3.83955286e-02,6.60151775e-01,3.03108951e-01,1.77976051e-02,5.49094493e-03,6.55182142e-03,3.30108261e-03,3.59782013e-03
2.11000000e+02,2.10690353e+00,8.12361941e+03,4.94011608e-02,9.83773640e-01,1.89307533e-02,4.72654482e-02,3.79369883e-02,6.54822799e-01,3.08076781e-01,1.81349686e-02,5.50859693e-03,6.59950400e-03,3.25894279e-03,3.59840793e-03
2.12000000e+02,2.11174287e+00,7.97552453e+03,5.17955593e-02,9.82783494e-01,2.00859242e-02,4.96767927e-02,3.98694289e-02,6.50951957e-01,3.11625554e-01,1.84736963e-02,5.54448352e-03,6.61661844e-03,3.21341821e-03,3.57427236e-03
2.13000000e+02,2.11552630e+00,7.80698766e+03,5.33721138e-02,9.82117434e-01,2.08629932e-02,5.12547623e-02,4.11403262e-02,6.47134950e-01,3.15264445e-01,1.86693203e-02,5.54757868e-03,6.65566814e-03,3.17311078e-03,3.55492690e-03
2.14000000e+02,2.11829509e+00,7.66649468e+03,5.46637868e-02,9.81591033e-01,2.14771280e-02,5.25451606e-02,4.21636737e-02,6.44302174e-01,3.17938159e-01,1.88507273e-02,5.54536323e-03,6.68914462e-03,3.12881412e-03,3.54561796e-03
2.15000000e+02,2.12161784e+00,7.54841260e+03,5.53440261e-02,9.81313126e-01,2.18013532e-02,5.32500703e-02,4.27195248e-02,6.41748616e-01,3.20239609e-01,1.91553300e-02,5.55563196e-03,6.69099758e-03,3.07531322e-03,3.53450247e-03
2.16000000e+02,2.12550098e+00,7.48003248e+03,5.54191996e-02,9.81263165e-01,2.18596406e-02,5.33511134e-02,4.28271466e-02,6.38318895e-01,3.23479981e-01,1.93921820e-02,5.56868017e-03,6.71331754e-03,3.01496990e-03,3.51197423e-03
2.17000000e+02,2.13099617e+00,7.39092818e+03,5.74707261e-02,9.80401654e-01,2.28647369e-02,5.54385270e-02,4.44750325e-02,6.34846890e-01,3.26576006e-01,1.97059686e-02,5.61124888e-03,6.77848321e-03,2.97731704e-03,3.50408559e-03
2.18000000e+02,2.13180726e+00,7.32684871e+03,5.82281649e-02,9.80060374e-01,2.32628969e-02,5.62590305e-02,4.51426296e-02,6.32068086e-01,3.29314892e-01,1.98444598e-02,5.62932774e-03,6.73744780e-03,2.91961911e-03,3.48616769e-03
2.19000000e+02,2.13652924e+00,7.27174281e+03,5.86479804e-02,9.79904064e-01,2.34452585e-02,5.67094547e-02,4.54861872e-02,6.29035570e-01,3.32004038e-01,2.02128650e-02,5.64093639e-03,6.76450346e-03,2.87543399e-03,3.46665292e-03
2.20000000e+02,2.14012047e+00,7.10877976e+03,5.90468766e-02,9.79765361e-01,2.36070789e-02,5.70223368e-02,4.57452539e-02,6.28223121e-01,3.32441670e-01,2.05632500e-02,5.66215156e-03,6.80352051e-03,2.84294865e-03,3.46333887e-03
2.21000000e+02,2.13993792e+00,7.00586322e+03,6.07443375e-02,9.79039314e-01,2.44541339e-02,5.87872991e-02,4.71341821e-02,6.27350690e-01,3.33139562e-01,2.08150127e-02,5.64031607e-03,6.81433637e-03,2.79352516e-03,3.44655753e-03
2.22000000e+02,2.14143739e+00,6.99654070e+03,6.19804118e-02,9.78527374e-01,2.50513975e-02,6.00075590e-02,4.81054083e-02,6.24480075e-01,3.35907552e-01,2.09509396e-02,5.65836842e-03,6.81810790e-03,2.75003216e-03,3.43492496e-03
2.23000000e+02,2.14607271e+00,6.96375358e+03,6.22056498e-02,9.78421166e-01,2.51753062e-02,6.02869865e-02,4.83278851e-02,6.21188165e-01,3.38878783e-01,2.13043409e-02,5.62535453e-03,6.86831640e-03,2.69927135e-03,3.43576904e-03
2.24000000e+02,2.14739697e+00,6.92409639e+03,6.35712480e-02,9.77847512e-01,2.58445692e-02,6.15929386e-02,4.93792612e-02,6.18719065e-01,3.41187213e-01,2.15125444e-02,5.58784050e-03,6.89751864e-03,2.65491036e-03,3.44090800e-03
2.25000000e+02,2.14659813e+00,6.88548242e+03,6.56553494e-02,9.76957633e-01,2.68827615e-02,6.35748425e-02,5.09946891e-02,6.16411825e-01,3.43367690e-01,2.17619519e-02,5.54346663e-03,6.89843623e-03,2.59673917e-03,3.41989103e-03
2.26000000e+02,2.14806989e+00,6.82825794e+03,6.51680323e-02,9.77188427e-01,2.66135015e-02,6.29930911e-02,5.05383527e-02,6.15234172e-01,3.44346641e-01,2.20063152e-02,5.54444761e-03,6.91428916e-03,2.54630099e-03,3.40783341e-03
2.27000000e+02,2.15065477e+00,6.94011917e+03,6.64723597e-02,9.76623756e-01,2.72722842e-02,6.42880609e-02,5.15740881e-02,6.11398644e-01,3.47965705e-01,2.23066891e-02,5.55151067e-03,6.85784679e-03,2.50633653e-03,3.41326807e-03
2.28000000e+02,2.14878037e+00,6.97981826e+03,6.80734925e-02,9.75890725e-01,2.81274877e-02,6.59060953e-02,5.29042172e-02,6.08785261e-01,3.50563670e-01,2.24954215e-02,5.52246074e-03,6.80629700e-03,2.43971183e-03,3.38717756e-03
2.29000000e+02,2.14239873e+00,6.82769414e+03,6.90224090e-02,9.75483855e-01,2.86021687e-02,6.67978331e-02,5.36379227e-02,6.09648778e-01,3.49853593e-01,2.25535844e-02,5.47146577e-03,6.75674082e-03,2.36987756e-03,3.34596011e-03
2.30000000e+02,2.14200093e+00,6.80523016e+03,6.98492490e-02,9.75126659e-01,2.90188978e-02,6.76299191e-02,5.42914251e-02,6.08693008e-01,3.50713989e-01,2.27022049e-02,5.48934255e-03,6.73383494e-03,2.32483982e-03,3.34278053e-03
2.31000000e+02,2.14226336e+00,6.78741600e+03,7.05240341e-02,9.74812859e-01,2.93849984e-02,6.82823793e-02,5.48337326e-02,6.07993362e-01,3.51219042e-01,2.29432486e-02,5.48302630e-03,6.75212687e-03,2.26673169e-03,3.34246292e-03
2.32000000e+02,2.14092354e+00,6.75361863e+03,7.17219774e-02,9.74274358e-01,3.00132495e-02,6.95002737e-02,5.58242347e-02,6.07418960e-01,3.51709698e-01,2.31120352e-02,5.47879719e-03,6.73787925e-03,2.21678210e-03,3.32584794e-03
2.33000000e+02,2.13796707e+00,6.67579488e+03,7.29873176e-02,9.73711637e-01,3.06697569e-02,7.07006729e-02,5.68369927e-02,6.07843556e-01,3.51208950e-01,2.33124069e-02,5.45766164e-03,6.71304217e-03,2.15472084e-03,3.30966308e-03
2.34000000e+02,2.13353070e+00,6.64255767e+03,7.36410395e-02,9.73428788e-01,3.09997469e-02,7.13718052e-02,5.73499787e-02,6.08140798e-01,3.50968363e-01,2.34661851e-02,5.41183800e-03,6.60859160e-03,2.10372398e-03,3.30050076e-03
2.35000000e+02,2.13143464e+00,6.65847983e+03,7.42716019e-02,9.73161454e-01,3.13116372e-02,7.19725537e-02,5.78308756e-02,6.07927368e-01,3.51126005e-01,2.36330824e-02,5.38754635e-03,6.57774016e-03,2.05501952e-03,3.29323838e-03
2.36000000e+02,2.12783213e+00,6.65584089e+03,7.40840770e-02,9.73249688e-01,3.12086978e-02,7.18183381e-02,5.76811718e-02,6.08380597e-01,3.50702499e-01,2.37920508e-02,5.34437471e-03,6.49214593e-03,2.00185066e-03,3.28648170e-03
2.37000000e+02,2.12367299e+00,6.70225838e+03,7.47713659e-02,9.72965702e-01,3.15400139e-02,7.24895374e-02,5.82088497e-02,6.08163627e-01,3.51007715e-01,2.38858214e-02,5.29432996e-03,6.40908355e-03,1.94572190e-03,3.29370051e-03
2.38000000e+02,2.12003279e+00,6.79488367e+03,7.60892440e-02,9.72370305e-01,3.22346442e-02,7.38623981e-02,5.93009809e-02,6.07404508e-01,3.51792258e-01,2.40600855e-02,5.23115000e-03,6.32202092e-03,1.90247585e-03,3.28750132e-03
2.39000000e+02,2.11859642e+00,6.89184539e+03,7.72666724e-02,9.71809959e-01,3.28883813e-02,7.51131387e-02,6.03074921e-02,6.07192321e-01,3.51826719e-01,2.43712972e-02,5.21491290e-03,6.24785222e-03,1.85765874e-03,3.28923884e-03
2.40000000e+02,2.11437521e+00,6.87175541e+03,7.71704883e-02,9.71834091e-01,3.28602269e-02,7.49845708e-02,6.02271786e-02,6.09130496e-01,3.49832955e-01,2.46017369e-02,5.16399015e-03,6.18230871e-03,1.80221595e-03,3.28629732e-03
2.41000000e+02,2.10816708e+00,6.91186485e+03,7.69869693e-02,9.71924418e-01,3.27548461e-02,7.47313339e-02,6.00210262e-02,6.10278851e-01,3.48906136e-01,2.45663099e-02,5.13273175e-03,6.09464532e-03,1.75779892e-03,3.26352664e-03
2.42000000e+02,2.10492784e+00,6.97482354e+03,7.85999774e-02,9.71192923e-01,3.36082561e-02,7.63376655e-02,6.12987446e-02,6.11485026e-01,3.47514194e-01,2.49003999e-02,5.11325771e-03,5.99368283e-03,1.71047524e-03,3.28296361e-03
2.43000000e+02,2.10080278e+00,6.91512067e+03,7.84161224e-02,9.71296956e-01,3.34868850e-02,7.60823394e-02,6.11035873e-02,6.14752877e-01,3.44158527e-01,2.51117076e-02,5.08346548e-03,5.92211646e-03,1.66878881e-03,3.30251837e-03
2.44000000e+02,2.09245009e+00,6.91169420e+03,7.97825162e-02,9.70673947e-01,3.42137291e-02,7.74927281e-02,6.22215506e-02,6.17537450e-01,3.41563155e-01,2.51357547e-02,5.02612161e-03,5.81828017e-03,1.61886890e-03,3.30036920e-03
2.45000000e+02,2.08586158e+00,6.96960431e+03,7.99170374e-02,9.70618715e-01,3.42781657e-02,7.76022118e-02,6.23109738e-02,6.19418168e-01,3.39793920e-01,2.52445249e-02,4.95944123e-03,5.73102869e-03,1.57648073e-03,3.27643649e-03
2.46000000e+02,2.07413267e+00,6.87700985e+03,7.87441727e-02,9.71173160e-01,3.36313138e-02,7.62903449e-02,6.12918907e-02,6.24534613e-01,3.35089435e-01,2.50984632e-02,4.86952246e-03,5.61905946e-03,1.53030011e-03,3.25860680e-03
2.47000000e+02,2.06775554e+00,6.90434513e+03,7.86654858e-02,9.71239172e-01,3.35542998e-02,7.61121456e-02,6.11733971e-02,6.26237957e-01,3.33587512e-01,2.50886178e-02,4.84435709e-03,5.48258870e-03,1.50223054e-03,3.25673626e-03
2.48000000e+02,2.06041788e+00,6.89289217e+03,7.70379449e-02,9.71959056e-01,3.27144345e-02,7.44596199e-02,5.98719662e-02,6.30304843e-01,3.29628654e-01,2.52077501e-02,4.78481230e-03,5.36887888e-03,1.46146386e-03,3.24359769e-03
2.49000000e+02,2.04972329e+00,6.76751531e+03,7.83970926e-02,9.71378297e-01,3.33919864e-02,7.58085456e-02,6.09255186e-02,6.34942914e-01,3.25179687e-01,2.52541301e-02,4.69251537e-03,5.26569403e-03,1.42398839e-03,3.24107120e-03
2.50000000e+02,2.04001166e+00,6.71834896e+03,7.80309362e-02,9.71553644e-01,3.31874150e-02,7.54199730e-02,6.06191608e-02,6.38719444e-01,3.21684274e-01,2.52033099e-02,4.62779816e-03,5.14845381e-03,1.38299908e-03,3.23372125e-03
2.51000000e+02,2.03246208e+00,6.68265017e+03,7.82723184e-02,9.71461434e-01,3.32949938e-02,7.56903574e-02,6.08050615e-02,6.43044461e-01,3.17386510e-01,2.53512998e-02,4.56865814e-03,5.05079741e-03,1.35233015e-03,3.24594308e-03
2.52000000e+02,2.02051827e+00,6.69407696e+03,7.86093299e-02,9.71315738e-01,3.34649725e-02,7.59747951e-02,6.10325037e-02,6.47470761e-01,3.13302260e-01,2.52521778e-02,4.48907814e-03,4.93020106e-03,1.30975648e-03,3.24576586e-03
2.53000000e+02,2.00785894e+00,6.60520818e+03,7.80975018e-02,9.71552121e-01,3.31891922e-02,7.53792241e-02,6.05772586e-02,6.53976423e-01,3.07120753e-01,2.51447987e-02,4.42452858e-03,4.79658544e-03,1.28218208e-03,3.25472872e-03
2.54000000e+02,1.99721950e+00,6.50018501e+03,7.88715979e-02,9.71220649e-01,3.35759100e-02,7.61165878e-02,6.11622555e-02,6.58760863e-01,3.02472595e-01,2.52215310e-02,4.35883931e-03,4.66946965e-03,1.25246679e-03,3.26423595e-03
2.55000000e+02,1.99195829e+00,6.52027311e+03,7.85811156e-02,9.71369015e-01,3.34028158e-02,7.58163409e-02,6.08991938e-02,6.61784548e-01,2.99373573e-01,2.54499058e-02,4.31224252e-03,4.56339745e-03,1.23587205e-03,3.28046133e-03
2.56000000e+02,1.98193387e+00,6.43018402e+03,7.91493961e-02,9.71052072e-01,3.37725831e-02,7.65096307e-02,6.14574889e-02,6.66684764e-01,2.94615683e-01,2.55092621e-02,4.24091063e-03,4.43971617e-03,1.21977777e-03,3.28988616e-03
2.57000000e+02,1.96655302e+00,6.20993229e+03,8.01128200e-02,9.70612525e-01,3.42853874e-02,7.74571524e-02,6.22281902e-02,6.73750342e-01,2.87831379e-01,2.54677467e-02,4.16027942e-03,4.31460768e-03,1.19278826e-03,3.28285680e-03
2.58000000e+02,1.95339401e+00,6.09120931e+03,8.06694247e-02,9.70367213e-01,3.45715843e-02,7.79867221e-02,6.26444946e-02,6.78700104e-01,2.83217035e-01,2.53733342e-02,4.07201131e-03,4.17481126e-03,1.17766123e-03,3.28504312e-03
2.59000000e+02,1.94079129e+00,5.97778412e+03,7.99898639e-02,9.70661318e-01,3.42284624e-02,7.72958755e-02,6.20878885e-02,6.84805103e-01,2.77433059e-01,2.52270724e-02,3.99950938e-03,4.06063170e-03,1.16607518e-03,3.30854933e-03
2.60000000e+02,1.92615358e+00,5.85209919e+03,7.97237064e-02,9.70781474e-01,3.40882803e-02,7.70677060e-02,6.18757990e-02,6.92303598e-01,2.70213158e-01,2.51356952e-02,3.93752630e-03,3.92056331e-03,1.16085203e-03,3.32860641e-03
2.61000000e+02,1.91713071e+00,5.81758261e+03,8.00237464e-02,9.70615086e-01,3.42823997e-02,7.73740736e-02,6.21305116e-02,6.97037610e-01,2.65541680e-01,2.51931650e-02,3.90554891e-03,3.80497964e-03,1.15908975e-03,3.35792625e-03
2.62000000e+02,1.90634341e+00,5.69242575e+03,7.99712015e-02,9.70637070e-01,3.42567514e-02,7.72954902e-02,6.20772868e-02,7.02256319e-01,2.60491798e-01,2.51653434e-02,3.85612713e-03,3.69864453e-03,1.15521224e-03,3.37655585e-03
2.63000000e+02,1.89807373e+00,5.63394416e+03,7.94702462e-02,9.70867286e-01,3.39881666e-02,7.67863894e-02,6.16644826e-02,7.06494710e-01,2.56412392e-01,2.50953637e-02,3.81498686e-03,3.61327371e-03,1.15910827e-03,3.41016540e-03
2.64000000e+02,1.88589038e+00,5.59279411e+03,8.07549241e-02,9.70267447e-01,3.46879783e-02,7.81378188e-02,6.27332839e-02,7.11139696e-01,2.52041645e-01,2.49752329e-02,3.75737403e-03,3.51973322e-03,1.15533479e-03,3.41098419e-03
2.65000000e+02,1.87645663e+00,5.54493094e+03,8.06739545e-02,9.70300487e-01,3.46494317e-02,7.80109458e-02,6.26467805e-02,7.15719645e-01,2.47576572e-01,2.49637818e-02,3.72251606e-03,3.42432872e-03,1.15761566e-03,3.43554081e-03
2.66000000e+02,1.86415104e+00,5.49662181e+03,8.09359466e-02,9.70163557e-01,3.48091832e-02,7.82822483e-02,6.28762710e-02,7.20902297e-01,2.42633497e-01,2.48691054e-02,3.69362268e-03,3.30694604e-03,1.16029217e-03,3.43424030e-03
2.67000000e+02,1.85548834e+00,5.43742572e+03,8.05424970e-02,9.70355609e-01,3.45851229e-02,7.78595245e-02,6.25176829e-02,7.24860223e-01,2.38805384e-01,2.48335038e-02,3.67082577e-03,3.20306966e-03,1.16484721e-03,3.46214721e-03
2.68000000e+02,1.84292657e+00,5.30137634e+03,8.11058616e-02,9.70084150e-01,3.49018246e-02,7.84567571e-02,6.29918652e-02,7.29649903e-01,2.34302985e-01,2.46846817e-02,3.62756392e-03,3.09086550e-03,1.16959298e-03,3.47440773e-03
2.69000000e+02,1.83122421e+00,5.18510681e+03,8.18380103e-02,9.69756433e-01,3.52841609e-02,7.91861596e-02,6.35749183e-02,7.33720191e-01,2.30534000e-01,2.45080058e-02,3.59335045e-03,2.99293427e-03,1.16980710e-03,3.48171172e-03
2.70000000e+02,1.81548958e+00,5.03149967e+03,8.21359788e-02,9.69595162e-01,3.54723106e-02,7.95107748e-02,6.38272588e-02,7.39740394e-01,2.24965163e-01,2.41986532e-02,3.52639109e-03,2.89910704e-03,1.18496684e-03,3.48532562e-03
2.71000000e+02,1.80541843e+00,4.96368782e+03,8.12447875e-02,9.70007264e-01,3.49915251e-02,7.86096260e-02,6.30886674e-02,7.44207009e-01,2.20724717e-01,2.40677178e-02,3.47911231e-03,2.81341983e-03,1.20917914e-03,3.49884547e-03
2.72000000e+02,1.79300636e+00,4.83446270e+03,7.94125071e-02,9.70837567e-01,3.40228381e-02,7.67722359e-02,6.16272071e-02,7.49558709e-01,2.15681987e-01,2.38884537e-02,3.40799800e-03,2.73534058e-03,1.21969741e-03,3.50781443e-03
2.73000000e+02,1.78337848e+00,4.73520461e+03,7.93317917e-02,9.70859784e-01,3.39969182e-02,7.66468862e-02,6.15366229e-02,7.53623863e-01,2.11780198e-01,2.37899540e-02,3.38237039e-03,2.65216828e-03,1.24226125e-03,3.52918537e-03
2.74000000e+02,1.77292887e+00,4.64482767e+03,8.09371897e-02,9.70135723e-01,3.48416570e-02,7.82527416e-02,6.28150749e-02,7.58018039e-01,2.07461492e-01,2.37570893e-02,3.35328578e-03,2.57987551e-03,1.25899321e-03,3.57122540e-03
2.75000000e+02,1.76794484e+00,4.52026805e+03,7.98394673e-02,9.70628511e-01,3.42667368e-02,7.71309992e-02,6.19325011e-02,7.60945099e-01,2.04650508e-01,2.36362893e-02,3.35874878e-03,2.52415653e-03,1.29463802e-03,3.59056098e-03
2.76000000e+02,1.75752744e+00,4.40127062e+03,7.91996499e-02,9.70923575e-01,3.39224960e-02,7.64723193e-02,6.14013710e-02,7.65466327e-01,2.00269696e-01,2.35725081e-02,3.33775768e-03,2.44595104e-03,1.32365039e-03,3.58411029e-03
2.77000000e+02,1.75282958e+00,4.24656519e+03,7.83652487e-02,9.71298899e-01,3.34846182e-02,7.56147789e-02,6.07228948e-02,7.68340344e-01,1.97382238e-01,2.35929556e-02,3.33341616e-03,2.39672595e-03,1.35169751e-03,3.60262325e-03
2.78000000e+02,1.74765037e+00,4.13653376e+03,7.57092127e-02,9.72512686e-01,3.20685327e-02,7.29899150e-02,5.85969976e-02,7.71485951e-01,1.94348453e-01,2.35138607e-02,3.29525391e-03,2.34249248e-03,1.37736879e-03,3.63662031e-03
2.79000000e+02,1.74152640e+00,4.03110922e+03,7.46938814e-02,9.72962650e-01,3.15435749e-02,7.19858703e-02,5.77951329e-02,7.75014467e-01,1.90823529e-01,2.35199614e-02,3.28274688e-03,2.29096034e-03,1.40995429e-03,3.65838146e-03
2.80000000e+02,1.73365334e+00,3.87895626e+03,7.41783515e-02,9.73192987e-01,3.12748481e-02,7.14774319e-02,5.73692610e-02,7.78939304e-01,1.86945914e-01,2.34795094e-02,3.26296402e-03,2.24413065e-03,1.44657415e-03,3.68160425e-03
2.81000000e+02,1.72758348e+00,3.70834882e+03,7.36603239e-02,9.73425658e-01,3.10033992e-02,7.10259563e-02,5.69880376e-02,7.81440989e-01,1.84628561e-01,2.32997933e-02,3.27729324e-03,2.16846793e-03,1.47085247e-03,3.71404314e-03
2.82000000e+02,1.72041430e+00,3.67966773e+03,7.14864623e-02,9.74378998e-01,2.98911695e-02,6.88848451e-02,5.52596136e-02,7.84934191e-01,1.81309052e-01,2.31555179e-02,3.26940625e-03,2.10349666e-03,1.50531354e-03,3.72302276e-03
2.83000000e+02,1.71478912e+00,3.58482718e+03,7.10678814e-02,9.74560340e-01,2.96796033e-02,6.84758252e-02,5.49165657e-02,7.87354587e-01,1.79064423e-01,2.29723890e-02,3.26818209e-03,2.05947435e-03,1.54806445e-03,3.73287960e-03
2.84000000e+02,1.70601642e+00,3.56542354e+03,7.08081259e-02,9.74670472e-01,2.95511166e-02,6.82399244e-02,5.47234442e-02,7.90779866e-01,1.75865545e-01,2.27507867e-02,3.25862495e-03,2.01592459e-03,1.57396818e-03,3.75528529e-03
2.85000000e+02,1.70435206e+00,3.48036099e+03,6.87694839e-02,9.75578824e-01,2.84913723e-02,6.61649618e-02,5.30773749e-02,7.92677109e-01,1.74067930e-01,2.25745471e-02,3.29142312e-03,1.98516033e-03,1.61167189e-03,3.79215769e-03
2.86000000e+02,1.69848008e+00,3.40259998e+03,6.80840638e-02,9.75855015e-01,2.81691493e-02,6.54977850e-02,5.25656820e-02,7.95098929e-01,1.71855123e-01,2.23621628e-02,3.28810248e-03,1.94919741e-03,1.64874857e-03,3.79773687e-03
2.87000000e+02,1.69303903e+00,3.30263452e+03,6.62578315e-02,9.76652704e-01,2.72385124e-02,6.36505111e-02,5.10961051e-02,7.97118388e-01,1.70134046e-01,2.20900749e-02,3.28658791e-03,1.91360178e-03,1.68221030e-03,3.77509153e-03
2.88000000e+02,1.68897563e+00,3.18084282e+03,6.48143304e-02,9.77281451e-01,2.65049738e-02,6.21908196e-02,4.99242950e-02,7.99259797e-01,1.68086392e-01,2.19875035e-02,3.27533274e-03,1.87896557e-03,1.71656498e-03,3.79544472e-03
2.89000000e+02,1.68801851e+00,3.14670969e+03,6.30389321e-02,9.78060095e-01,2.55965557e-02,6.04193720e-02,4.84882254e-02,8.01114637e-01,1.66116236e-01,2.20521882e-02,3.30196760e-03,1.85165492e-03,1.75801104e-03,3.80530530e-03
2.90000000e+02,1.68568653e+00,3.09731855e+03,6.26040528e-02,9.78262612e-01,2.53602859e-02,5.99617459e-02,4.81360913e-02,8.02667579e-01,1.64549533e-01,2.20366555e-02,3.31384106e-03,1.83353008e-03,1.79023932e-03,3.80862165e-03
2.91000000e+02,1.68321931e+00,3.01194919e+03,6.21685677e-02,9.78459676e-01,2.51303778e-02,5.94664013e-02,4.77627767e-02,8.04007414e-01,1.63308648e-01,2.18926440e-02,3.33512688e-03,1.81487126e-03,1.82665044e-03,3.81464487e-03
2.92000000e+02,1.68063634e+00,2.92472990e+03,6.10108786e-02,9.78979502e-01,2.45239143e-02,5.82710368e-02,4.68004077e-02,8.05682566e-01,1.61722704e-01,2.17476041e-02,3.35452146e-03,1.79570839e-03,1.86030727e-03,3.83658835e-03
2.93000000e+02,1.67805250e+00,2.92579009e+03,6.10641551e-02,9.78975513e-01,2.45285684e-02,5.83348136e-02,4.68370934e-02,8.07432819e-01,1.59860600e-01,2.18370524e-02,3.34939096e-03,1.78256917e-03,1.90028027e-03,3.83728862e-03
2.94000000e+02,1.67533326e+00,2.83498482e+03,5.95840047e-02,9.79605852e-01,2.37931728e-02,5.69005608e-02,4.56814718e-02,8.09017386e-01,1.58494898e-01,2.15656467e-02,3.36456136e-03,1.77389547e-03,1.93844655e-03,3.84516606e-03
2.95000000e+02,1.67248372e+00,2.79968056e+03,5.89653396e-02,9.79886721e-01,2.34654926e-02,5.63278313e-02,4.51767041e-02,8.11072755e-01,1.56461180e-01,2.14628290e-02,3.38601119e-03,1.76547336e-03,1.98339821e-03,3.86835308e-03
2.96000000e+02,1.66890576e+00,2.76308102e+03,5.98678454e-02,9.79509701e-01,2.39053484e-02,5.72848847e-02,4.59212391e-02,8.12043034e-01,1.55642818e-01,2.13048889e-02,3.40024088e-03,1.76541756e-03,2.00550018e-03,3.83809985e-03
2.97000000e+02,1.66899348e+00,2.73369162e+03,5.89538816e-02,9.79884453e-01,2.34681380e-02,5.63885824e-02,4.52181154e-02,8.13073213e-01,1.54580923e-01,2.12652738e-02,3.43550682e-03,1.76299315e-03,2.04912145e-03,3.83296817e-03
2.98000000e+02,1.67299991e+00,2.65586539e+03,5.77574602e-02,9.80400733e-01,2.28658117e-02,5.51946971e-02,4.42506025e-02,8.12899845e-01,1.54708920e-01,2.12016875e-02,3.46145361e-03,1.77541357e-03,2.09546892e-03,3.85721086e-03
2.99000000e+02,1.67064434e+00,2.65033060e+03,5.71150653e-02,9.80688893e-01,2.25296253e-02,5.45972321e-02,4.37326768e-02,8.14515776e-01,1.53182853e-01,2.10315251e-02,3.48991343e-03,1.77786744e-03,2.12640151e-03,3.87566361e-03
3.00000000e+02,1.67170703e+00,2.59748211e+03,5.61592244e-02,9.81092786e-01,2.20584164e-02,5.37030305e-02,4.29878936e-02,8.15126224e-01,1.52575525e-01,2.09480733e-02,3.51453346e-03,1.79076447e-03,2.14425571e-03,3.90062457e-03
3.01000000e+02,1.67486990e+00,2.55175119e+03,5.50735837e-02,9.81538580e-01,2.15383238e-02,5.26268395e-02,4.21252811e-02,8.15414736e-01,1.52278054e-01,2.08167930e-02,3.55272740e-03,1.81411937e-03,2.19227254e-03,3.93129711e-03
