time_fs,coherence_l1,purity,von_neumann_entropy,qfi_normalized,pop_BChl1,pop_BChl2,pop_BChl3,pop_BChl4,pop_BChl5,pop_BChl6,pop_BChl7
0.0,0.0,1.0,-0.0,0.467651788167642,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.002004008016032,0.04880487854292458,0.9997364357183476,0.001890598945335209,0.46776674827355375,0.9995840756937896,0.0004018953696651496,1.1079255967412283e-06,1.2315888043567722e-06,1.5882984402113825e-06,6.6358709672805844e-06,3.4652527366597978e-06
2.004008016032064,0.0976887951245104,0.9994518380647665,0.0036500907560351177,0.46788667417890184,0.9986007884866346,0.0013431803208261755,4.533865761532025e-06,4.91619214051873e-06,6.341609684633888e-06,2.6436126947666154e-05,1.3803398005081126e-05
3.006012024048096,0.1466034326361812,0.9991257058054157,0.00554247357614884,0.46801646362740423,0.9970574507237367,0.002816648447556107,1.047645393290271e-05,1.1047233784770517e-05,1.4256371891996841e-05,5.921146587034354e-05,3.090930322725628e-05
4.008016032064128,0.19550164397796516,0.9987383683520366,0.0076876041478337025,0.468160896119652,0.9949622769389018,0.004814164503710866,1.919281690457625e-05,1.9629418610537274e-05,2.5346882162763846e-05,0.00010473585613156463,5.46535835779353e-05
5.0100200400801596,0.24433718880806546,0.9982710635871616,0.010173609548864537,0.46832462581955564,0.9923243563925092,0.0073266936560631634,3.0995742197590134e-05,3.067835811417282e-05,3.964453423275828e-05,0.00016274777657551532,8.488354030761235e-05
6.012024048096192,0.29306449357868775,0.9977060091954242,0.013069707076217832,0.4685121744607916,0.9891536242291064,0.010344332441954037,4.625050388477373e-05,4.4220161897334684e-05,5.719698639316667e-05,0.00023295150371445677,0.00012142417304967986
7.014028056112224,0.34163844554407696,0.9970264671532969,0.016430849742559595,0.46872792431012117,0.9854608313360677,0.013856341324901654,6.53713725842396e-05,6.029099495395256e-05,7.806726569250146e-05,0.0003150184444790838,0.0001640792613208509
8.016032064128256,0.390014227394734,0.9962168010865752,0.02030026915000642,0.46897611114794363,0.9812575129868764,0.017851178737930046,8.881783672150877e-05,7.893660024841738e-05,0.00010233281485776135,0.0004085885130202008,0.0002126325103457523
9.018036072144287,0.4381471952820775,0.9952625262628098,0.024711230130316442,0.4692608174177433,0.9765559563544547,0.02231653650117376,0.00011709056335814376,0.00010021178578600547,0.0001300844886851321,0.0005132715502774787,0.0002668487562647676
10.020040080160319,0.48599279969109355,0.9941503520441145,0.029688392944700076,0.4695859654910051,0.9713691669815508,0.02723937649758473,0.00015072712789480536,0.00012417987517086284,0.00016142550689261377,0.0006286487851885305,0.00032647522571784714
11.02204408817635,0.5335065461401013,0.9928682166839021,0.035248932447943804,0.4699553112509611,0.9657108342965178,0.032605968488319786,0.0001902975427761603,0.00015091212052394869,0.0001964703705963242,0.0007542743365306045,0.00039124284473540677
12.024048096192384,0.5806439910951895,0.9914053144086744,0.04140348435785799,0.4703724377469966,0.9595952962638838,0.038401928947623246,0.00023639961595290897,0.00018048707659468888,0.0002353437496681842,0.0008896767544671057,0.0004608675918101147
13.026052104208416,0.627360767699817,0.9897521147824778,0.048156958971912314,0.4708407493712493,0.9530375032598868,0.04461226079573803,0.00028965417029238656,0.00021298993494591278,0.0002781793482553684,0.0010343606009115811,0.0005350518899700236
14.028056112224448,0.6736126357736816,0.9879003744067077,0.055509249247911924,0.471363466238571,0.9460529812636861,0.051221393907578884,0.0003507001553748776,0.0002485118172208536,0.00032511875569233195,0.0011878080678229595,0.0006134860326240846
15.03006012024048,0.7193555508381166,0.9858431410611226,0.06345585281095634,0.4719436189904478,0.9386577944552114,0.05821322627457699,0.0004201896831702376,0.0002871490267112462,0.0003763102899162116,0.0013494806325082913,0.0006958496379056943
16.03206412825651,0.7645457474984487,0.983574750442834,0.07198842272377434,0.4725840440383897,0.9308685073106142,0.06557116569724905,0.0004987830189619679,0.0003290022577333085,0.0004319078403085937,0.001518820748934029,0.000781813126198892
17.034068136272545,0.8091398332107183,0.9810908157084028,0.08109525851430863,0.4732873793019394,0.9227021462860304,0.07327817188664715,0.0005871435585779124,0.0003741757626789964,0.0004920697166344104,0.0016952535739354667,0.0008710392154956584
18.036072144288575,0.853094889175247,0.9783882100695516,0.09076174647567742,0.47405606033272363,0.9141761611798559,0.08131679885389642,0.0006859328225035996,0.0004227764770376428,0.0005569575104361629,0.0018781887270681785,0.000963184429202131
19.03807615230461,0.8963685757652955,0.9754650427352384,0.1009707563789436,0.47489231715889074,0.905308386262987,0.08966923746851153,0.0007958054968022153,0.0004749131031712611,0.0006267349748734707,0.0020670220826672957,0.0010579006109872591
20.040080160320638,0.9389192404792859,0.9723206285316048,0.11170300030940697,0.47579817145182535,0.8961170012654902,0.09831735806808795,0.00091740454995142,0.0005306951541678491,0.0007015669285794209,0.0022611375924728103,0.0011548364412504526
21.04208416833667,0.9807060268861854,0.9689554515664452,0.12293735824168732,0.4767754344770143,0.8866204923069487,0.1072427530042661,0.0010513564537397322,0.0005902319596826866,0.000781618188642138,0.0024599091369446207,0.001253638949776199
22.0440881763527,1.021688983416652,0.9653711233361402,0.1346511741261178,0.4778257054895528,0.876837612856294,0.1164267790125586,0.0011982665352526659,0.0006536316362988942,0.0008670525373186118,0.002662702403132826,0.0013539550191445742
23.046092184368735,1.0618291711470205,0.9615703357003733,0.14682052560703493,0.478950370863822,0.8667873448052822,0.125850599296678,0.0013587144857306972,0.0007210000255859604,0.0009580317265547397,0.002868876786690191,0.0014554328734783589
