time_fs,population_site_1,population_site_2,population_site_3,population_site_4,population_site_5,population_site_6,population_site_7,coherences,qfi,entropy,purity,linear_entropy,bipartite_ent,multipartite_ent,pairwise_concurrence,discord,fidelity,mandel_q,simulator
0.0,0.9999999999999996,2.4260499790505336e-32,4.433418220178022e-33,8.728315621637938e-33,1.2246768416990192e-32,8.187050983144368e-34,7.529129694441967e-33,1.0836317940471646e-15,0.48979591836734665,0.0,0.9999999999999991,8.881784197001252e-16,0.0,0.0,0.0,0.0,1.0,0.0,Simple Quantum Simulator
1.001001001001001,0.8302450844932011,0.09298066353482703,0.007859029528867327,0.025475942951150247,0.017041542515158405,0.025690352350451164,0.0007073846263441432,2.174776486568036,0.3181467760239648,1.1102230246251564e-16,0.9999999999999988,1.2212453270876722e-15,0.0,0.0,0.0,0.0,1.0,0.0,Simple Quantum Simulator
2.002002002002002,0.6312925840615616,0.33533323123941866,0.010731349211592823,0.004261962847699181,0.00920595761468717,0.007524381032489126,0.0016505339925510338,2.1180935781153947,0.2105137006963731,0.0,0.9999999999999991,8.881784197001252e-16,0.0,0.0,0.0,0.0,1.0,0.0,Simple Quantum Simulator
3.0030030030030033,0.40318593856258356,0.5363688353940081,0.005240452792909424,0.006622839315963074,0.04030052531884502,0.0017269902453882198,0.006554418370301967,2.40173553962691,0.17664839163537632,0.0,0.9999999999999988,1.2212453270876722e-15,0.0,0.0,0.0,0.0,1.0,0.0,Simple Quantum Simulator
4.004004004004004,0.3075032755617633,0.6182175687382123,0.02180034681875586,0.009640510668000124,0.033520162241417094,0.0031802046056675754,0.006137931366183228,2.626955667810006,0.19179066723856913,0.0,0.999999999999999,9.992007221626409e-16,0.0,0.0,0.0,0.0,1.0,0.0,Simple Quantum Simulator
5.005005005005005,0.447182193855797,0.5125233539332013,0.0031421032602435414,0.004807376310257461,0.015290155287916949,0.008515682947133464,0.008539134405449893,2.306415508533814,0.18297552352716792,1.1102230246251564e-16,0.999999999999999,9.992007221626409e-16,0.0,0.0,0.0,0.0,1.0,0.0,Simple Quantum Simulator
6.0060060060060065,0.6889931369185024,0.24942959047950805,0.011656467657316105,0.010253847427443027,0.03132322584124179,0.005098296536504974,0.003245435139482904,2.400581404807258,0.22590183145694984,1.1102230246251564e-16,0.9999999999999984,1.5543122344752192e-15,0.0,0.0,0.0,0.0,1.0,0.0,Simple Quantum Simulator
7.007007007007008,0.8973035297301312,0.06426500232988944,0.008859697960972059,0.01784177604215916,0.004128592078876528,0.006795747643404501,0.0008056542145667174,1.5713407568647175,0.3810783839377535,0.0,0.9999999999999991,8.881784197001252e-16,0.0,0.0,0.0,0.0,1.0,0.0,Simple Quantum Simulator
8.008008008008009,0.9578703670483116,0.008050573458230063,0.0004503854603501254,0.007344868012306449,0.0014552521655230004,0.02443659595827166,0.00039195789700629575,0.9310598215065649,0.44307250142297033,0.0,0.9999999999999984,1.5543122344752192e-15,0.0,0.0,0.0,0.0,1.0,0.0,Simple Quantum Simulator
9.00900900900901,0.7957597792733577,0.1409225281022041,0.019623724442151103,0.02382062871719692,0.015949713766180717,0.0007197823425243079,0.003203843356384547,2.1385582478241223,0.29225904649160955,1.1102230246251564e-16,0.9999999999999989,1.1102230246251565e-15,0.0,0.0,0.0,0.0,1.0,0.0,Simple Quantum Simulator
10.01001001001001,0.5708944160015459,0.38012071126131697,0.011188948001233849,0.0021974426705218555,0.02110773111278753,0.010138886448976165,0.004351864503617125,2.3735229743430555,0.18757276563536587,0.0,0.9999999999999988,1.2212453270876722e-15,0.0,0.0,0.0,0.0,1.0,0.0,Simple Quantum Simulator
11.011011011011012,0.3455663479351727,0.5908641983313903,0.018361228196502266,0.016150823759930665,0.016250951689079408,0.006332320744301554,0.0064741293436226845,2.635247133159342,0.18664202783684708,0.0,0.9999999999999991,8.881784197001252e-16,0.0,0.0,0.0,0.0,1.0,0.0,Simple Quantum Simulator
12.012012012012013,0.3261202617531936,0.5852073562604615,0.026565454038409774,0.00737008999150597,0.04848487815932823,0.0036298156384493314,0.0026221441586509763,2.6731403997009737,0.1766261761580686,0.0,0.9999999999999989,1.1102230246251565e-15,0.0,0.0,0.0,0.0,1.0,0.0,Simple Quantum Simulator
13.013013013013014,0.5184354138164309,0.45747600088902973,0.005511231006053864,0.004749169736524381,0.011903240179968088,0.00015540313055547634,0.001769541241437185,1.9008226794584067,0.19165725580845674,0.0,0.9999999999999992,7.771561172376096e-16,0.0,0.0,0.0,0.0,1.0,0.0,Simple Quantum Simulator
14.014014014014016,0.7213189910754699,0.19595211660206843,0.021575409939845722,0.020927880857315645,0.020643542014885167,0.019343160102431207,0.00023889940798327026,2.5409261775977217,0.2385971550192388,1.1102230246251564e-16,0.9999999999999989,1.1102230246251565e-15,0.0,0.0,0.0,0.0,1.0,0.0,Simple Quantum Simulator
15.015015015015017,0.9458410293484318,0.027121857362584628,0.007906653442027168,0.0037680942790685474,0.0013028868577063014,0.014036120997243313,2.3357712937639494e-05,1.0936282718126968,0.4301537883109137,0.0,0.9999999999999988,1.2212453270876722e-15,0.0,0.0,0.0,0.0,1.0,0.0,Simple Quantum Simulator
16.016016016016017,0.9337217468435139,0.026393519186890268,0.008885255582078349,0.018134116280016023,0.004624565146896793,0.006981407870877283,0.0012593890897268254,1.386175519523233,0.4172315898205611,0.0,0.9999999999999991,8.881784197001252e-16,0.0,0.0,0.0,0.0,1.0,0.0,Simple Quantum Simulator
