time_fs,pop_site1_L9,pop_site2_L9,pop_site1_L10,pop_site2_L10,pop_site1_L11,pop_site2_L11
80.5,0.6179909666630806,0.38200903333691916,0.6179909666606671,0.38200903333933306,0.6179909666607256,0.38200903333927444
81.0,0.6247662519433536,0.37523374805664605,0.6247662519407254,0.3752337480592743,0.6247662519407903,0.37523374805920967
81.5,0.6317266484917455,0.3682733515082542,0.6317266484888828,0.36827335151111706,0.6317266484889541,0.36827335151104573
82.0,0.6377622165566502,0.3622377834433495,0.6377622165535269,0.36223778344647295,0.6377622165536057,0.36223778344639423
82.5,0.6442896453939554,0.35571035460604455,0.6442896453905478,0.3557103546094523,0.6442896453906349,0.3557103546093651
83.0,0.6509651016361037,0.34903489836389634,0.6509651016323843,0.34903489836761575,0.6509651016324809,0.34903489836751933
83.5,0.6575377090227149,0.34246229097728526,0.6575377090186518,0.342462290981348,0.657537709018759,0.34246229098124115
84.0,0.6640136802508071,0.33598631974919285,0.664013680246366,0.33598631975363386,0.6640136802464842,0.33598631975351556
84.5,0.6695266913775608,0.33047330862243873,0.669526691372697,0.3304733086273028,0.6695266913728286,0.33047330862717145
85.0,0.67471015088192,0.32528984911807973,0.6747101508765873,0.3252898491234126,0.6747101508767334,0.3252898491232666
85.5,0.6806309814808833,0.31936901851911675,0.6806309814750405,0.3193690185249595,0.6806309814752023,0.31936901852479727
86.0,0.6868600337782176,0.3131399662217823,0.6868600337718159,0.3131399662281839,0.686860033771996,0.31313996622800383
86.5,0.693231578717765,0.3067684212822348,0.6932315787107494,0.30676842128925075,0.6932315787109493,0.30676842128905063
87.0,0.699360357790311,0.30063964220968925,0.6993603577826153,0.300639642217385,0.6993603577828376,0.30063964221716244
87.5,0.7056738740448161,0.294326125955184,0.7056738740363737,0.29432612596362606,0.7056738740366212,0.29432612596337887
88.0,0.7128841583084736,0.28711584169152665,0.7128841582992254,0.28711584170077464,0.7128841582995,0.28711584170050003
88.5,0.7199367329050068,0.28006326709499324,0.7199367328948695,0.2800632671051309,0.7199367328951743,0.28006326710482576
89.0,0.7270525659473356,0.2729474340526644,0.7270525659362217,0.27294743406377814,0.7270525659365608,0.27294743406343924
89.5,0.7343777688633791,0.26562223113662076,0.7343777688511991,0.2656222311488011,0.7343777688515757,0.26562223114842454
90.0,0.7420324695771694,0.25796753042283094,0.7420324695638295,0.2579675304361705,0.7420324695642474,0.25796753043575255
90.5,0.7491045745182295,0.2508954254817704,0.7491045745035984,0.25089542549640154,0.7491045745040631,0.25089542549593685
91.0,0.756302702918141,0.24369729708185894,0.7563027029020996,0.2436972970979004,0.756302702902616,0.243697297097384
91.5,0.7628385187003827,0.2371614812996175,0.7628385186827649,0.23716148131723508,0.7628385186833395,0.23716148131666034
92.0,0.7685097343491335,0.23149026565086678,0.768509734329738,0.23149026567026187,0.7685097343303793,0.23149026566962055
92.5,0.7739397370431668,0.2260602629568333,0.7739397370218025,0.2260602629781974,0.7739397370225184,0.2260602629774815
93.0,0.7796811338948205,0.22031886610517962,0.7796811338713154,0.22031886612868432,0.7796811338721139,0.22031886612788612
93.5,0.7857496091513099,0.2142503908486903,0.7857496091254853,0.2142503908745146,0.7857496091263744,0.2142503908736258
94.0,0.7914093913980751,0.20859060860192527,0.7914093913696735,0.20859060863032675,0.7914093913706641,0.20859060862933584
94.5,0.7970541229534595,0.20294587704654046,0.7970541229222359,0.20294587707776424,0.7970541229233398,0.20294587707666026
95.0,0.8029347992585252,0.1970652007414747,0.8029347992242464,0.1970652007757536,0.802934799225475,0.19706520077452502
95.5,0.8088178773610047,0.19118212263899506,0.8088178773233962,0.19118212267660414,0.8088178773247621,0.19118212267523796
96.0,0.8147371756908139,0.1852628243091864,0.8147371756495863,0.18526282435041402,0.8147371756511044,0.18526282434889604
96.5,0.8200670310974336,0.17993296890256658,0.820067031052161,0.1799329689478389,0.8200670310538509,0.17993296894614927
