time_fs,pop_site1_filtered,pop_site2_filtered,pop_site1_broadband,pop_site2_broadband,coherence_filtered,coherence_broadband
31.5,0.9279494430327608,0.07205055696723947,0.9279494430327608,0.07205055696723947,0.4908827021474207,0.4908827021474207
32.0,0.9259421549455793,0.07405784505442037,0.9259421549455793,0.07405784505442037,0.4962926675619521,0.4962926675619521
32.5,0.9239159621555219,0.07608403784447872,0.9239159621555219,0.07608403784447872,0.5016128838851053,0.5016128838851053
33.0,0.9218859152033015,0.07811408479669867,0.9218859152033015,0.07811408479669867,0.5068235038528401,0.5068235038528401
33.5,0.9198674803813434,0.08013251961865703,0.9198674803813434,0.08013251961865703,0.5119014795782835,0.5119014795782835
34.0,0.9178571208017574,0.08214287919824223,0.9178571208017574,0.08214287919824223,0.5168557858065898,0.5168557858065898
34.5,0.9158324425078996,0.08416755749210035,0.9158324425078996,0.08416755749210035,0.521717197036918,0.521717197036918
35.0,0.9137613865558947,0.086238613444105,0.9137613865558947,0.086238613444105,0.5265615226367525,0.5265615226367525
35.5,0.9116571507277734,0.08834284927222649,0.9116571507277734,0.08834284927222649,0.5313675299871627,0.5313675299871627
36.0,0.9095355940147389,0.09046440598526095,0.9095355940147389,0.09046440598526095,0.5360706247335094,0.5360706247335094
36.5,0.9073818000218465,0.09261819997815374,0.9073818000218465,0.09261819997815374,0.540741805475217,0.540741805475217
37.0,0.9052038410684184,0.09479615893158146,0.9052038410684184,0.09479615893158146,0.5453480739570336,0.5453480739570336
37.5,0.9030095826717622,0.09699041732823745,0.9030095826717622,0.09699041732823745,0.5498848649561203,0.5498848649561203
38.0,0.9008236628426102,0.09917633715738944,0.9008236628426102,0.09917633715738944,0.5543291498173821,0.5543291498173821
38.5,0.8986596844256074,0.10134031557439242,0.8986596844256074,0.10134031557439242,0.5586207896814769,0.5586207896814769
39.0,0.8964946220881173,0.10350537791188291,0.8964946220881173,0.10350537791188291,0.5627885415361571,0.5627885415361571
39.5,0.8943061226187461,0.1056938773812541,0.8943061226187461,0.1056938773812541,0.5668916726276975,0.5668916726276975
40.0,0.8920964887330298,0.10790351126696994,0.8920964887330298,0.10790351126696994,0.5709403941972521,0.5709403941972521
40.5,0.8898622264719319,0.11013777352806799,0.8898622264719319,0.11013777352806799,0.5749286875118627,0.5749286875118627
41.0,0.8875898812881919,0.11241011871180773,0.8875898812881919,0.11241011871180773,0.5788615519177194,0.5788615519177194
41.5,0.8852559744035855,0.11474402559641468,0.8852559744035855,0.11474402559641468,0.5827868537912689,0.5827868537912689
42.0,0.8828922146557856,0.11710778534421451,0.8828922146557856,0.11710778534421451,0.586688123097382,0.586688123097382
42.5,0.8805269828944169,0.11947301710558313,0.8805269828944169,0.11947301710558313,0.5904602178446489,0.5904602178446489
43.0,0.8781258187450615,0.12187418125493835,0.8781258187450615,0.12187418125493835,0.5941657393355176,0.5941657393355176
43.5,0.8757011283147952,0.12429887168520447,0.8757011283147952,0.12429887168520447,0.5977653683664197,0.5977653683664197
44.0,0.8732552299709323,0.126744770029068,0.8732552299709323,0.126744770029068,0.6013284350096817,0.6013284350096817
44.5,0.8707850023443146,0.12921499765568567,0.8707850023443146,0.12921499765568567,0.6048186354326172,0.6048186354326172
45.0,0.868314615928603,0.13168538407139685,0.868314615928603,0.13168538407139685,0.6081813994945668,0.6081813994945668
45.5,0.8658216700122487,0.13417832998775123,0.8658216700122487,0.13417832998775123,0.611466814752731,0.611466814752731
46.0,0.8633345885905315,0.13666541140946836,0.8633345885905315,0.13666541140946836,0.6146484777235661,0.6146484777235661
46.5,0.8608475452840791,0.13915245471592042,0.8608475452840791,0.13915245471592042,0.6177135456424534,0.6177135456424534
47.0,0.8583700811226918,0.1416299188773081,0.8583700811226918,0.1416299188773081,0.6206803138118351,0.6206803138118351
47.5,0.8559149316551554,0.14408506834484464,0.8559149316551554,0.14408506834484464,0.6234921251582805,0.6234921251582805
48.0,0.8534570530703779,0.1465429469296221,0.8534570530703779,0.1465429469296221,0.6262110060675863,0.6262110060675863
48.5,0.8509945066320337,0.14900549336796629,0.8509945066320337,0.14900549336796629,0.6287970811045528,0.6287970811045528
49.0,0.8485485785907465,0.15145142140925288,0.8485485785907465,0.15145142140925288,0.6312400959955335,0.6312400959955335
49.5,0.8460874587286789,0.15391254127132148,0.8460874587286789,0.15391254127132148,0.6336811512743007,0.6336811512743007
50.0,0.8436457054329675,0.15635429456703245,0.8436457054329675,0.15635429456703245,0.6360570324098354,0.6360570324098354
50.5,0.8412090794977272,0.15879092050227267,0.8412090794977272,0.15879092050227267,0.6383876526912844,0.6383876526912844
51.0,0.8387761539947652,0.16122384600523484,0.8387761539947652,0.16122384600523484,0.6406544087706059,0.6406544087706059
51.5,0.8363688039517742,0.1636311960482255,0.8363688039517742,0.1636311960482255,0.6427969481865863,0.6427969481865863
52.0,0.8340018953252577,0.1659981046747421,0.8340018953252577,0.1659981046747421,0.6448017095921039,0.6448017095921039
52.5,0.8316220040834719,0.16837799591652797,0.8316220040834719,0.16837799591652797,0.6467621153213706,0.6467621153213706
53.0,0.8292368926215442,0.17076310737845646,0.8292368926215442,0.17076310737845646,0.6486651727257075,0.6486651727257075
53.5,0.8268791487232265,0.17312085127677332,0.8268791487232265,0.17312085127677332,0.6504734095673246,0.6504734095673246
54.0,0.8245466797558311,0.1754533202441688,0.8245466797558311,0.1754533202441688,0.6521703835703773,0.6521703835703773
54.5,0.8222583990404155,0.17774160095958447,0.8222583990404155,0.17774160095958447,0.6537901548053532,0.6537901548053532
55.0,0.8200123192083663,0.1799876807916334,0.8200123192083663,0.1799876807916334,0.655306526835161,0.655306526835161
55.5,0.8178471693173964,0.18215283068260393,0.8178471693173964,0.18215283068260393,0.6566701280322776,0.6566701280322776
56.0,0.8157017634459122,0.18429823655408797,0.8157017634459122,0.18429823655408797,0.657977760671178,0.657977760671178
56.5,0.8135631060964086,0.18643689390359136,0.8135631060964086,0.18643689390359136,0.6592513004454471,0.6592513004454471
57.0,0.8114330328873608,0.18856696711263937,0.8114330328873608,0.18856696711263937,0.6604648217400693,0.6604648217400693
57.5,0.8093616381379551,0.1906383618620448,0.8093616381379551,0.1906383618620448,0.6615661051025112,0.6615661051025112
58.0,0.807326719421113,0.19267328057888725,0.807326719421113,0.19267328057888725,0.6625201411654301,0.6625201411654301
58.5,0.8053297439187123,0.1946702560812876,0.8053297439187123,0.1946702560812876,0.6633826808361653,0.6633826808361653
59.0,0.8033380495919357,0.1966619504080646,0.8033380495919357,0.1966619504080646,0.6642130826447107,0.6642130826447107
59.5,0.8013359399056733,0.19866406009432666,0.8013359399056733,0.19866406009432666,0.6650298270272245,0.6650298270272245
60.0,0.7993230481755608,0.20067695182443895,0.7993230481755608,0.20067695182443895,0.6658595239466115,0.6658595239466115
60.5,0.7973194470240597,0.20268055297594034,0.7973194470240597,0.20268055297594034,0.6666991300339917,0.6666991300339917
61.0,0.7953217985623747,0.2046782014376253,0.7953217985623747,0.2046782014376253,0.667514096326348,0.667514096326348
61.5,0.7933437014837971,0.20665629851620276,0.7933437014837971,0.20665629851620276,0.6682747982840883,0.6682747982840883
62.0,0.7913778297090382,0.20862217029096164,0.7913778297090382,0.20862217029096164,0.6689602676386697,0.6689602676386697
62.5,0.7894171027411392,0.21058289725886048,0.7894171027411392,0.21058289725886048,0.6696235000225521,0.6696235000225521
63.0,0.7874458047344729,0.21255419526552738,0.7874458047344729,0.21255419526552738,0.6703244955530621,0.6703244955530621
63.5,0.785539456656699,0.21446054334330142,0.785539456656699,0.21446054334330142,0.6708803882492158,0.6708803882492158
64.0,0.7836107968710831,0.21638920312891646,0.7836107968710831,0.21638920312891646,0.671436388586319,0.671436388586319
64.5,0.7816718849660645,0.21832811503393545,0.7816718849660645,0.21832811503393545,0.6719744981070559,0.6719744981070559
65.0,0.7797219667353921,0.22027803326460782,0.7797219667353921,0.22027803326460782,0.672471678243706,0.672471678243706
65.5,0.7777752440616973,0.22222475593830282,0.7777752440616973,0.22222475593830282,0.6729096586868863,0.6729096586868863
66.0,0.7758360927583954,0.22416390724160432,0.7758360927583954,0.22416390724160432,0.67330052991466,0.67330052991466
66.5,0.7738926203928516,0.2261073796071485,0.7738926203928516,0.2261073796071485,0.6736583738919691,0.6736583738919691
67.0,0.7719219836991398,0.22807801630085997,0.7719219836991398,0.22807801630085997,0.6740091391055105,0.6740091391055105
67.5,0.7700092785731287,0.22999072142687169,0.7700092785731287,0.22999072142687169,0.6742873015727058,0.6742873015727058
68.0,0.7681686110763957,0.231831388923604,0.7681686110763957,0.231831388923604,0.6744748068457633,0.6744748068457633
68.5,0.766385925808661,0.23361407419133903,0.766385925808661,0.23361407419133903,0.6746014849389946,0.6746014849389946
69.0,0.7646078615683238,0.23539213843167606,0.7646078615683238,0.23539213843167606,0.6747151624799759,0.6747151624799759
69.5,0.7628440749132929,0.2371559250867069,0.7628440749132929,0.2371559250867069,0.6748925956215992,0.6748925956215992
70.0,0.7610857036232072,0.238914296376793,0.7610857036232072,0.238914296376793,0.6750783525662416,0.6750783525662416
70.5,0.7593151668006034,0.2406848331993966,0.7593151668006034,0.2406848331993966,0.6752836768962319,0.6752836768962319
71.0,0.7575745908058671,0.24242540919413336,0.7575745908058671,0.24242540919413336,0.6754671100086119,0.6754671100086119
71.5,0.755863861460853,0.24413613853914676,0.755863861460853,0.24413613853914676,0.6755868798519435,0.6755868798519435
72.0,0.7541843242881443,0.24581567571185586,0.7541843242881443,0.24581567571185586,0.6756799725525511,0.6756799725525511
72.5,0.752522193250058,0.24747780674994213,0.752522193250058,0.24747780674994213,0.6757567331901976,0.6757567331901976
73.0,0.7508518531543439,0.24914814684565595,0.7508518531543439,0.24914814684565595,0.6757592507525628,0.6757592507525628
73.5,0.7491706144922834,0.2508293855077165,0.7491706144922834,0.2508293855077165,0.6757123778346897,0.6757123778346897
74.0,0.7474504466786059,0.2525495533213942,0.7474504466786059,0.2525495533213942,0.6757029436267717,0.6757029436267717
74.5,0.7457341972907495,0.2542658027092503,0.7457341972907495,0.2542658027092503,0.6756795665692679,0.6756795665692679
75.0,0.7440306111318139,0.25596938886818604,0.7440306111318139,0.25596938886818604,0.6756227321037059,0.6756227321037059
75.5,0.7423274344352278,0.2576725655647722,0.7423274344352278,0.2576725655647722,0.6754578054309903,0.6754578054309903
76.0,0.7406040150484143,0.2593959849515857,0.7406040150484143,0.2593959849515857,0.6752283479103276,0.6752283479103276
76.5,0.738872049239283,0.26112795076071693,0.738872049239283,0.26112795076071693,0.6749400032800607,0.6749400032800607
77.0,0.7371249052716681,0.2628750947283318,0.7371249052716681,0.2628750947283318,0.674597214935664,0.674597214935664
77.5,0.7353810538235627,0.26461894617643744,0.7353810538235627,0.26461894617643744,0.6741633751911696,0.6741633751911696
78.0,0.7336503334730299,0.26634966652697073,0.7336503334730299,0.26634966652697073,0.6736970637615147,0.6736970637615147
78.5,0.7319579134453074,0.26804208655469247,0.7319579134453074,0.26804208655469247,0.6731976117461775,0.6731976117461775
79.0,0.7302788544430272,0.269721145556973,0.7302788544430272,0.269721145556973,0.6726688708379523,0.6726688708379523
79.5,0.7286021218311457,0.2713978781688543,0.7286021218311457,0.2713978781688543,0.6721390018736849,0.6721390018736849
80.0,0.7269640390831856,0.27303596091681454,0.7269640390831856,0.27303596091681454,0.6715956384662973,0.6715956384662973
80.5,0.7253112378831921,0.2746887621168079,0.7253112378831921,0.2746887621168079,0.671024356498596,0.671024356498596
81.0,0.7236588490692636,0.27634115093073663,0.7236588490692636,0.27634115093073663,0.6704838522247759,0.6704838522247759
81.5,0.7220095298728486,0.27799047012715133,0.7220095298728486,0.27799047012715133,0.6699679283106602,0.6699679283106602
82.0,0.7203593316527593,0.27964066834724083,0.7203593316527593,0.27964066834724083,0.6694777059203442,0.6694777059203442
82.5,0.7186970820044807,0.28130291799551954,0.7186970820044807,0.28130291799551954,0.6689823372823475,0.6689823372823475
83.0,0.717116437549045,0.2828835624509553,0.717116437549045,0.2828835624509553,0.6683799709024393,0.6683799709024393
83.5,0.7155588011653373,0.2844411988346628,0.7155588011653373,0.2844411988346628,0.6677617390986237,0.6677617390986237
84.0,0.714020610134233,0.2859793898657667,0.714020610134233,0.2859793898657667,0.6671612105683792,0.6671612105683792
84.5,0.712492741268214,0.2875072587317859,0.712492741268214,0.2875072587317859,0.6665314527036592,0.6665314527036592
85.0,0.7109642715125801,0.2890357284874198,0.7109642715125801,0.2890357284874198,0.665867596506633,0.665867596506633
85.5,0.7094352312197196,0.29056476878028026,0.7094352312197196,0.29056476878028026,0.6652066255279678,0.6652066255279678
86.0,0.7079084453389668,0.2920915546610336,0.7079084453389668,0.2920915546610336,0.6644833731798907,0.6644833731798907
86.5,0.7063680061126975,0.29363199388730266,0.7063680061126975,0.29363199388730266,0.6637134388259278,0.6637134388259278
87.0,0.7048463533072383,0.2951536466927615,0.7048463533072383,0.2951536466927615,0.6629730743174271,0.6629730743174271
87.5,0.7033097820950667,0.2966902179049333,0.7033097820950667,0.2966902179049333,0.6623253053048813,0.6623253053048813
88.0,0.701754269304121,0.2982457306958794,0.701754269304121,0.2982457306958794,0.6617831307137739,0.6617831307137739
88.5,0.7001816383968857,0.29981836160311426,0.7001816383968857,0.29981836160311426,0.6613427989271292,0.6613427989271292
89.0,0.6986138356537974,0.3013861643462026,0.6986138356537974,0.3013861643462026,0.6609335227371017,0.6609335227371017
89.5,0.6970658316309419,0.30293416836905807,0.6970658316309419,0.30293416836905807,0.6604861505751307,0.6604861505751307
90.0,0.695564941583497,0.3044350584165028,0.695564941583497,0.3044350584165028,0.6599857669030809,0.6599857669030809
90.5,0.6940762945221757,0.30592370547782427,0.6940762945221757,0.30592370547782427,0.659472692197152,0.659472692197152
91.0,0.6926131692420939,0.3073868307579061,0.6926131692420939,0.3073868307579061,0.6589018828833803,0.6589018828833803
91.5,0.6911584072271867,0.3088415927728135,0.6911584072271867,0.3088415927728135,0.6583313965516853,0.6583313965516853
92.0,0.6897190240686174,0.3102809759313828,0.6897190240686174,0.3102809759313828,0.6577825421397594,0.6577825421397594
92.5,0.6883104753417573,0.31168952465824273,0.6883104753417573,0.31168952465824273,0.6572203600719108,0.6572203600719108
93.0,0.6869220569536623,0.31307794304633785,0.6869220569536623,0.31307794304633785,0.6566558034532514,0.6566558034532514
93.5,0.6855857372632674,0.31441426273673256,0.6855857372632674,0.31441426273673256,0.6560563804611454,0.6560563804611454
94.0,0.684270634858928,0.31572936514107225,0.684270634858928,0.31572936514107225,0.6554369591496382,0.6554369591496382
94.5,0.682979383615026,0.3170206163849745,0.682979383615026,0.3170206163849745,0.6547904929975933,0.6547904929975933
95.0,0.6817197418873964,0.31828025811260385,0.6817197418873964,0.31828025811260385,0.6541016641014541,0.6541016641014541
95.5,0.6804934832343957,0.3195065167656042,0.6804934832343957,0.3195065167656042,0.6533662702988109,0.6533662702988109
96.0,0.679272946971714,0.32072705302828636,0.679272946971714,0.32072705302828636,0.652676671629756,0.652676671629756
96.5,0.6780479204076449,0.3219520795923549,0.6780479204076449,0.3219520795923549,0.652063150470663,0.652063150470663
97.0,0.6768119474288784,0.32318805257112154,0.6768119474288784,0.32318805257112154,0.6514991713486269,0.6514991713486269
97.5,0.6755961756580349,0.32440382434196513,0.6755961756580349,0.32440382434196513,0.6509862645728762,0.6509862645728762
98.0,0.6744221002796624,0.3255778997203379,0.6744221002796624,0.3255778997203379,0.6504585503527142,0.6504585503527142
98.5,0.6732673288196065,0.3267326711803936,0.6732673288196065,0.3267326711803936,0.6499730063889123,0.6499730063889123
99.0,0.6721374474749437,0.32786255252505603,0.6721374474749437,0.32786255252505603,0.6495675852118673,0.6495675852118673
99.5,0.6710158042948148,0.3289841957051851,0.6710158042948148,0.3289841957051851,0.6492367339565412,0.6492367339565412
100.0,0.6698836181835012,0.33011638181649894,0.6698836181835012,0.33011638181649894,0.6489549774828809,0.6489549774828809
100.5,0.6687494476798312,0.33125055232016876,0.6687494476798312,0.33125055232016876,0.6487335921832392,0.6487335921832392
101.0,0.6676538884052228,0.3323461115947774,0.6676538884052228,0.3323461115947774,0.6485931242122928,0.6485931242122928
101.5,0.6665860127594341,0.3334139872405658,0.6665860127594341,0.3334139872405658,0.6485169721972172,0.6485169721972172
102.0,0.665524993762074,0.3344750062379259,0.665524993762074,0.3344750062379259,0.6485211705001289,0.6485211705001289
102.5,0.6644429263866479,0.33555707361335235,0.6644429263866479,0.33555707361335235,0.648625081121532,0.648625081121532
103.0,0.663345484005425,0.3366545159945747,0.663345484005425,0.3366545159945747,0.6490267079821254,0.6490267079821254
103.5,0.6622486987535061,0.337751301246494,0.6622486987535061,0.337751301246494,0.6495620812372702,0.6495620812372702
104.0,0.6611386515868679,0.3388613484131323,0.6611386515868679,0.3388613484131323,0.6500862360989,0.6500862360989
104.5,0.6600579753846223,0.33994202461537754,0.6600579753846223,0.33994202461537754,0.650598411838697,0.650598411838697
105.0,0.659016900006726,0.34098309999327403,0.659016900006726,0.34098309999327403,0.6510604957835538,0.6510604957835538
105.5,0.6579342253066085,0.34206577469339167,0.6579342253066085,0.34206577469339167,0.6515752654152318,0.6515752654152318
106.0,0.6568626993802298,0.3431373006197703,0.6568626993802298,0.3431373006197703,0.6520639384764102,0.6520639384764102
106.5,0.6558452633742755,0.3441547366257246,0.6558452633742755,0.3441547366257246,0.6524536649348178,0.6524536649348178
107.0,0.6548596978235146,0.34514030217648556,0.6548596978235146,0.34514030217648556,0.6527947373623969,0.6527947373623969
107.5,0.653891746411487,0.3461082535885134,0.653891746411487,0.3461082535885134,0.6531413856376088,0.6531413856376088
108.0,0.6529274899902094,0.3470725100097905,0.6529274899902094,0.3470725100097905,0.6535118133233876,0.6535118133233876
108.5,0.6519549360398331,0.3480450639601668,0.6519549360398331,0.3480450639601668,0.6538568900354995,0.6538568900354995
109.0,0.6509820009495526,0.34901799905044745,0.6509820009495526,0.34901799905044745,0.6541242057600399,0.6541242057600399
109.5,0.6500011788022759,0.34999882119772396,0.6500011788022759,0.34999882119772396,0.6543433702605067,0.6543433702605067
110.0,0.6490072985527766,0.35099270144722333,0.6490072985527766,0.35099270144722333,0.6545335576300566,0.6545335576300566
110.5,0.6480302561280777,0.35196974387192237,0.6480302561280777,0.35196974387192237,0.654735403745744,0.654735403745744
111.0,0.6470256633485831,0.35297433665141675,0.6470256633485831,0.35297433665141675,0.6549187825162979,0.6549187825162979
111.5,0.6460013881163682,0.3539986118836319,0.6460013881163682,0.3539986118836319,0.6550953035407185,0.6550953035407185
112.0,0.6449602798710502,0.3550397201289499,0.6449602798710502,0.3550397201289499,0.6552895213868909,0.6552895213868909
112.5,0.6439196756023893,0.3560803243976109,0.6439196756023893,0.3560803243976109,0.6553668188090636,0.6553668188090636
113.0,0.6428789568528385,0.3571210431471619,0.6428789568528385,0.3571210431471619,0.6554456048162045,0.6554456048162045
113.5,0.6418355220132242,0.35816447798677564,0.6418355220132242,0.35816447798677564,0.655474483345715,0.655474483345715
114.0,0.6408173044994946,0.35918269550050524,0.6408173044994946,0.35918269550050524,0.6554461836028171,0.6554461836028171
114.5,0.6398309560859012,0.36016904391409893,0.6398309560859012,0.36016904391409893,0.6554333500600744,0.6554333500600744
115.0,0.6388514871317966,0.3611485128682036,0.6388514871317966,0.3611485128682036,0.6554143468817465,0.6554143468817465
115.5,0.6378690085154344,0.36213099148456585,0.6378690085154344,0.36213099148456585,0.6554147204281486,0.6554147204281486
116.0,0.6368738949077707,0.36312610509222965,0.6368738949077707,0.36312610509222965,0.6554195992268191,0.6554195992268191
116.5,0.6359142539226824,0.3640857460773174,0.6359142539226824,0.3640857460773174,0.6553921260071394,0.6553921260071394
117.0,0.6349615127819511,0.3650384872180489,0.6349615127819511,0.3650384872180489,0.6553670266623405,0.6553670266623405
117.5,0.6339704749769134,0.3660295250230863,0.6339704749769134,0.3660295250230863,0.6553164906524052,0.6553164906524052
118.0,0.6329782513896716,0.3670217486103283,0.6329782513896716,0.3670217486103283,0.6552547982167236,0.6552547982167236
118.5,0.6319513200659452,0.3680486799340548,0.6319513200659452,0.3680486799340548,0.6551199877178747,0.6551199877178747
119.0,0.6309317769931213,0.36906822300687864,0.6309317769931213,0.36906822300687864,0.6549847799209821,0.6549847799209821
119.5,0.6299659521658015,0.3700340478341985,0.6299659521658015,0.3700340478341985,0.6548426687628575,0.6548426687628575
120.0,0.629055573723999,0.37094442627600094,0.629055573723999,0.37094442627600094,0.6545863813289404,0.6545863813289404
