time_fs,pop_1,pop_2,pop_3,coherence
6.400000000000000000e+01,5.048405472265039551e-01,4.824566097335277193e-01,1.270284303996816778e-02,5.362461728058581789e-01
6.600000000000000000e+01,4.133373267447942312e-01,5.755692604454164529e-01,1.109341280978936965e-02,4.110178711980614352e-01
6.800000000000000000e+01,8.514391209682725670e-01,1.445750294922048262e-01,3.985849539522730821e-03,5.570333675365184423e-01
7.000000000000000000e+01,2.732321768106116266e-01,7.149577766656309841e-01,1.181004652375734418e-02,5.626960762862012189e-01
7.200000000000000000e+01,4.439195181600247286e-01,5.441304438550973455e-01,1.195003798487800396e-02,1.942101909326798825e-01
7.400000000000000000e+01,6.855350142567502303e-01,3.086811493492298553e-01,5.783836394019933533e-03,6.393787350167130512e-01
7.600000000000000000e+01,5.403066429602573217e-01,4.512471006292219089e-01,8.446256410520783242e-03,7.458275446917570495e-01
7.800000000000000000e+01,5.893931855589074065e-01,4.038900979728510254e-01,6.716716468241538604e-03,6.482697959390315567e-01
8.000000000000000000e+01,6.252160294353348302e-01,3.642582689824459541e-01,1.052570158221924346e-02,2.530709736526359777e-01
8.200000000000000000e+01,6.545242654052252362e-01,3.381013090403008348e-01,7.374425554473866551e-03,5.126389137858629041e-01
8.400000000000000000e+01,6.922164801974265425e-01,3.028616406055150700e-01,4.921879197058328520e-03,4.391641153925630592e-01
8.600000000000000000e+01,7.726688860136521342e-01,2.222544535686872547e-01,5.076660417660727384e-03,3.765741951091239326e-01
8.800000000000000000e+01,4.662491082235729056e-01,5.253242059851684909e-01,8.426685791258667693e-03,4.950675550461596242e-01
9.000000000000000000e+01,5.581372000217736939e-01,4.361337984231058451e-01,5.729001555120508647e-03,5.028851328092460715e-01
9.200000000000000000e+01,6.825952162739286067e-01,2.446889510118818722e-01,7.271583271418960437e-02,5.615814226322719538e-01
9.400000000000000000e+01,4.792315530112570277e-01,4.956569676450066630e-01,2.511147934373651400e-02,6.665541602413811439e-01
9.600000000000000000e+01,6.648697050680432152e-01,3.116308262155818021e-01,2.349946871637500698e-02,8.847889720518409273e-01
9.800000000000000000e+01,5.083272576019340905e-01,4.540712804039053752e-01,3.760146199416040946e-02,4.113240041690636728e-01
