time_fs,pop_1,pop_2,pop_3,coherence
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,9.989486450150516506e-01,1.047725685364094689e-03,3.629299584300289591e-06,6.862949528102957331e-02
4.000000000000000000e+00,9.957143349024800694e-01,4.270764466070569101e-03,1.490063144948169170e-05,1.385874960428490343e-01
6.000000000000000000e+00,9.903435558828039831e-01,9.621376455648214532e-03,3.506766154788421014e-05,2.080901622384419003e-01
8.000000000000000000e+00,9.831622529132124644e-01,1.677019959465602533e-02,6.754749213147170537e-05,2.745295079849762176e-01
1.000000000000000000e+01,9.739497139766384315e-01,2.593704843834474666e-02,1.132375850168897222e-04,3.415321627290910378e-01
1.200000000000000000e+01,9.647198124139201303e-01,3.509536138366946278e-02,1.848262024104221045e-04,3.993926156015468187e-01
1.400000000000000000e+01,9.536182831983963659e-01,4.610766725643802855e-02,2.740495451656556249e-04,4.580421608845983705e-01
1.600000000000000000e+01,9.393990996606914612e-01,6.018431449658677435e-02,4.165858427218293008e-04,5.246610342993349718e-01
1.800000000000000000e+01,9.253743031203378600e-01,7.405994480977241834e-02,5.657520698897482722e-04,5.813442597305411574e-01
2.000000000000000000e+01,9.127581163401884412e-01,8.654705528055314789e-02,6.948283792583311025e-04,6.270741799394512483e-01
2.200000000000000000e+01,8.928297345700529908e-01,1.062502390978888323e-01,9.200263320580678948e-04,6.926233797723593266e-01
2.400000000000000000e+01,8.744604702176683730e-01,1.243635049346165367e-01,1.176024847715127818e-03,7.470275341444763129e-01
2.600000000000000000e+01,8.602902979136575201e-01,1.381445755062239156e-01,1.565126580118692901e-03,7.915107110048069661e-01
2.800000000000000000e+01,8.420683423337049778e-01,1.559906658045285832e-01,1.940991861766394339e-03,8.393838641657691557e-01
3.000000000000000000e+01,8.257813529846612655e-01,1.719250539283754819e-01,2.293593086963234811e-03,8.774529761110803072e-01
3.200000000000000000e+01,8.038419171448085709e-01,1.932653237527991730e-01,2.892759102392368411e-03,9.294917639972721801e-01
3.400000000000000000e+01,7.813075996896603481e-01,2.153387582885933904e-01,3.353642021746385069e-03,9.745922695346722620e-01
3.600000000000000000e+01,7.584711444020876270e-01,2.375422851514495115e-01,3.986570446463008968e-03,1.017167114404984085e+00
3.800000000000000000e+01,7.710721685292762917e-01,2.224278119249467334e-01,6.500019545777102441e-03,1.042712197068445645e+00
4.000000000000000000e+01,2.337024236659741572e-01,7.619390319248304788e-01,4.358544409195326715e-03,9.074846698808531897e-01
4.200000000000000000e+01,4.568994829407634350e-01,5.059182879922623499e-01,3.718222906697424279e-02,1.079871983460547025e+00
4.400000000000000000e+01,5.611170223964623283e-01,4.352354079160453693e-01,3.647569687492241766e-03,5.069788011985378873e-01
4.600000000000000000e+01,6.744160433682285793e-01,2.991521608830738366e-01,2.643179574869763612e-02,5.074758594555404123e-01
4.800000000000000000e+01,2.626466324611353986e-01,6.814855534892398925e-01,5.586781404962467418e-02,6.488339467159029983e-01
5.000000000000000000e+01,4.816348307305922116e-01,5.091649628796685034e-01,9.200206389739401178e-03,4.333333833004637814e-01
5.200000000000000000e+01,5.393376063568871004e-01,4.544121298596400238e-01,6.250263783473019794e-03,2.545797792797248604e-01
5.400000000000000000e+01,4.786181427662718479e-01,5.139798155242975009e-01,7.402041709430710187e-03,2.344928622856790046e-01
5.600000000000000000e+01,4.507852020323354636e-01,5.240124150728993069e-01,2.520238289476522259e-02,5.163325194180734545e-01
5.800000000000000000e+01,5.421056412553999504e-01,4.344531201146477617e-01,2.344123862995235383e-02,6.162034258492521399e-01
6.000000000000000000e+01,3.321151038320344639e-01,6.499112401423055019e-01,1.797365602566012438e-02,4.235882751077446606e-01
6.200000000000000000e+01,4.544793351705984086e-01,5.201365715195238604e-01,2.538409330987784554e-02,1.009019349118576381e+00
