time_fs,population_site_1,population_site_2,population_site_3,population_site_4,population_site_5,population_site_6,population_site_7,coherences,pop_site1_broadband,coherence_broadband
0.0000000000e+00,1.6097068605e-01,1.0380479402e-01,7.6141721059e-03,1.0050733501e-01,1.8703851371e-02,6.1463832800e-02,5.4693532864e-01,4.0711390426e+00,2.6653030282e-01,4.1062362492e+00
1.0000000000e+00,1.6774659266e-01,1.0566309021e-01,7.6182810091e-03,9.9621598946e-02,1.8327022326e-02,6.0143087184e-02,5.4088032767e-01,4.0787261108e+00,2.7676084139e-01,4.1084420463e+00

# METADATA: {"config_sha256": "1012c2967159", "provenance": "Hardened_JPCL_Resubmission_v1.3", "git_commit_sha": "59f1af098a07"}
